World,Room,File,Use Corrected File?,Offset,Value,Character,Randomize
Deep Jungle,Jungle: Cliff,tz12.ard,N,0x0009C880,xa_ex_0050.mdls,Goofy,FALSE
Deep Jungle,Jungle: Cliff,tz12.ard,N,0x0009C8C0,xa_tz_0030.mdls,Tarzan,FALSE
Deep Jungle,Jungle: Cliff,tz12.ard,N,0x0009CC00,xa_tz_3000.mdls,Sabor,FALSE
Deep Jungle,Jungle: Cliff,tz12.ard,N,0x0009CCA0,xa_tz_1030.mdls,Kala,FALSE
Deep Jungle,Jungle: Cliff,tz12.ard,N,0x0009CCE0,xa_tz_1040.mdls,Kerjack,FALSE
Deep Jungle,Jungle: Cliff,tz12.ard,N,0x0009CD20,xa_tz_1050.mdls,NPC Gorilla,FALSE
Deep Jungle,Jungle: Cliff,tz12.ard,N,0x0009CD80,xa_tz_3011.mdls,Clayton,FALSE
Deep Jungle,Jungle: Cliff,tz12.ard,N,0x0009CDC0,xa_tz_7010.mdls,Clayton (High-Poly),FALSE
Deep Jungle,Jungle: Cliff,tz12.ard,N,0x0009CE00,xa_ex_2030.mdls,Heartless Powerwild,TRUE
Deep Jungle,Jungle: Cliff,tz12.ard,N,0x0009CE40,xa_tz_3010.mdls,Clayton,FALSE
Deep Jungle,Jungle: Cliff,tz12.ard,N,0x0009CE80,xa_tz_3020.mdls,Clayton and Stealth Sneak (Chameleon),FALSE
Deep Jungle,Jungle: Cliff,tz12.ard,N,0x0009CEC0,xa_ex_2140.mdls,Heartless Green Requiem,TRUE
Deep Jungle,Jungle: Cliff,tz12.ard,N,0x0009CF00,xa_ex_2320.mdls,Heartless Wyvern,TRUE
Deep Jungle,Jungle: Cliff,tz12.ard,N,0x0009CF40,xa_ex_2020.mdls,Heartless Shadow,FALSE
Deep Jungle,Jungle: Cliff,tz12.ard,N,0x0009CF80,xa_ex_2040.mdls,Heartless Bouncywild,FALSE
Deep Jungle,Jungle: Cliff,tz12.ard,N,0x0009CFC0,xa_ex_2280.mdls,Heartless Darkball,TRUE
Deep Jungle,Camp,tz13.ard,N,0x00119180,xa_ex_0010.mdls,Sora,FALSE
Deep Jungle,Camp,tz13.ard,N,0x001191C0,xa_ex_0040.mdls,Donald,FALSE
Deep Jungle,Camp,tz13.ard,N,0x00119200,xa_ex_0050.mdls,Goofy,FALSE
Deep Jungle,Camp,tz13.ard,N,0x00119240,xa_ex_2280.mdls,Heartless Darkball,TRUE
Deep Jungle,Camp,tz13.ard,N,0x00119280,xa_ex_2320.mdls,Heartless Wyvern,TRUE
Deep Jungle,Camp,tz13.ard,N,0x001192C0,xa_tz_0030.mdls,Tarzan,FALSE
Deep Jungle,Camp,tz13.ard,N,0x00119AC0,xa_ex_2020.mdls,Heartless Shadow,TRUE
Deep Jungle,Camp,tz13.ard,N,0x00119B00,xa_ex_2030.mdls,Heartless Powerwild,TRUE
Deep Jungle,Camp,tz13.ard,N,0x00119B40,xa_ex_2040.mdls,Heartless Bouncywild,TRUE
Deep Jungle,Camp,tz13.ard,N,0x00119B80,xa_tz_3000.mdls,Sabor,FALSE
Deep Jungle,Camp,tz13.ard,N,0x00119BC0,xa_tz_3010.mdls,Clayton,FALSE
Deep Jungle,Camp,tz13.ard,N,0x00119C00,xa_tz_1050.mdls,NPC Gorilla,FALSE
Deep Jungle,Camp,tz13.ard,N,0x00119C40,xa_ex_2150.mdls,Heartless Wizard,TRUE
Deep Jungle,Camp,tz13.ard,N,0x00119C80,xa_ex_2350.mdls,Heartless White Mushroom (Halloween Town),TRUE
Deep Jungle,Camp,tz13.ard,N,0x00119CC0,xa_ex_2380.mdls,Heartless Black Fungi,TRUE
Deep Jungle,Camp,tz13.ard,N,0x00119D00,xa_ex_2390.mdls,Heartless Rare Truffles,TRUE
Deep Jungle,???,tz14.ard,N,0x00042C00,xa_ex_0010.mdls,Sora,FALSE
Deep Jungle,???,tz14.ard,N,0x00042C40,xa_ex_0040.mdls,Donald,FALSE
Deep Jungle,???,tz14.ard,N,0x00042C80,xa_ex_0050.mdls,Goofy,FALSE
Deep Jungle,???,tz14.ard,N,0x00042CC0,xa_tz_0030.mdls,Tarzan,FALSE
Deep Jungle,Camp: Tent,tz15.ard,N,0x00073300,xa_ex_0010.mdls,Sora,FALSE
Deep Jungle,Camp: Tent,tz15.ard,N,0x00073340,xa_ex_0040.mdls,Donald,FALSE
Deep Jungle,Camp: Tent,tz15.ard,N,0x00073380,xa_ex_0050.mdls,Goofy,FALSE
Deep Jungle,Camp: Tent,tz15.ard,N,0x000733C0,xa_tz_0030.mdls,Tarzan,FALSE
Deep Jungle,Camp: Tent,tz15.ard,N,0x00073620,xa_tz_1000.mdls,Jane,FALSE
Deep Jungle,Camp: Tent,tz15.ard,N,0x00073680,xa_tz_3011.mdls,Clayton,FALSE
Deep Jungle,Green Serpent,tz16.ard,N,0x0008EE80,xa_ex_0010.mdls,Sora,FALSE
Deep Jungle,Green Serpent,tz16.ard,N,0x0008EEC0,xa_tz_0030.mdls,Tarzan,FALSE
Deep Jungle,Splash Tunnel,tz17.ard,N,0x00049F00,xa_ex_0010.mdls,Sora,FALSE
Deep Jungle,Splash Tunnel,tz17.ard,N,0x00049F40,xa_tz_0030.mdls,Tarzan,FALSE
Deep Jungle,Jade Spiral,tz18.ard,N,0x00068900,xa_ex_0010.mdls,Sora,FALSE
Deep Jungle,Jade Spiral,tz18.ard,N,0x00068940,xa_tz_0030.mdls,Tarzan,FALSE
Deep Jungle,Panic Fall,tz19.ard,N,0x0006F800,xa_ex_0010.mdls,Sora,FALSE
Deep Jungle,Panic Fall,tz19.ard,N,0x0006F840,xa_tz_0030.mdls,Tarzan,FALSE
Deep Jungle,Shadow Cavern,tz20.ard,N,0x0004D080,xa_ex_0010.mdls,Sora,FALSE
Deep Jungle,Shadow Cavern,tz20.ard,N,0x0004D0C0,xa_tz_0030.mdls,Tarzan,FALSE
100 Acre Wood,Pooh's House,po01.ard,N,0x00156700,xa_ex_0010.mdls,Sora,FALSE
100 Acre Wood,Pooh's House,po01.ard,N,0x00156740,xa_ex_0040.mdls,Donald,FALSE
100 Acre Wood,Pooh's House,po01.ard,N,0x00156780,xa_ex_0050.mdls,Goofy,FALSE
100 Acre Wood,Pooh's House,po01.ard,N,0x00156CC0,xa_po_0000.mdls,Pooh Bear,FALSE
100 Acre Wood,Pooh's House,po01.ard,N,0x00156D00,xa_po_1000.mdls,Tigger,FALSE
100 Acre Wood,Pooh's House,po01.ard,N,0x00156D40,xa_po_1010.mdls,Piglet,FALSE
100 Acre Wood,Pooh's House,po01.ard,N,0x00156D80,xa_po_1020.mdls,Eeyore,FALSE
100 Acre Wood,Pooh's House,po01.ard,N,0x00156DC0,xa_po_1030.mdls,Rabbit,FALSE
100 Acre Wood,Pooh's House,po01.ard,N,0x00156E00,xa_po_1040.mdls,Owl,FALSE
100 Acre Wood,Pooh's House,po01.ard,N,0x00156E40,xa_po_1050.mdls,Roo,FALSE
100 Acre Wood,Pooh's Room,po02.ard,N,0x00138300,xa_ex_0010.mdls,Sora,FALSE
100 Acre Wood,Pooh's Room,po02.ard,N,0x00138340,xa_ex_0040.mdls,Donald,FALSE
100 Acre Wood,Pooh's Room,po02.ard,N,0x00138380,xa_ex_0050.mdls,Goofy,FALSE
100 Acre Wood,Pooh's Room,po02.ard,N,0x001387C0,xa_po_0000.mdls,Pooh Bear,FALSE
100 Acre Wood,Pooh's Room,po02.ard,N,0x00138800,xa_po_1000.mdls,Tigger,FALSE
100 Acre Wood,Pooh's Room,po02.ard,N,0x00138840,xa_po_1010.mdls,Piglet,FALSE
100 Acre Wood,Pooh's Room,po02.ard,N,0x00138880,xa_po_1020.mdls,Eeyore,FALSE
100 Acre Wood,Pooh's Room,po02.ard,N,0x001388C0,xa_po_1030.mdls,Rabbit,FALSE
100 Acre Wood,Pooh's Room,po02.ard,N,0x00138900,xa_po_1040.mdls,Owl,FALSE
100 Acre Wood,Pooh's Room,po02.ard,N,0x00138940,xa_po_1050.mdls,Roo,FALSE
100 Acre Wood,Rabbit's House,po03.ard,N,0x000B1E00,xa_ex_0010.mdls,Sora,FALSE
100 Acre Wood,Rabbit's House,po03.ard,N,0x000B1E40,xa_ex_0040.mdls,Donald,FALSE
100 Acre Wood,Rabbit's House,po03.ard,N,0x000B1E80,xa_ex_0050.mdls,Goofy,FALSE
100 Acre Wood,Rabbit's House,po03.ard,N,0x000B2200,xa_po_0000.mdls,Pooh Bear,FALSE
100 Acre Wood,Rabbit's House,po03.ard,N,0x000B2240,xa_po_1000.mdls,Tigger,FALSE
100 Acre Wood,Rabbit's House,po03.ard,N,0x000B2280,xa_po_1010.mdls,Piglet,FALSE
100 Acre Wood,Rabbit's House,po03.ard,N,0x000B22C0,xa_po_1020.mdls,Eeyore,FALSE
100 Acre Wood,Rabbit's House,po03.ard,N,0x000B2300,xa_po_1030.mdls,Rabbit,FALSE
100 Acre Wood,Rabbit's House,po03.ard,N,0x000B2340,xa_po_1040.mdls,Owl,FALSE
100 Acre Wood,Rabbit's Room,po04.ard,N,0x0009A600,xa_ex_0010.mdls,Sora,FALSE
100 Acre Wood,Rabbit's Room,po04.ard,N,0x0009A640,xa_ex_0040.mdls,Donald,FALSE
100 Acre Wood,Rabbit's Room,po04.ard,N,0x0009A680,xa_ex_0050.mdls,Goofy,FALSE
100 Acre Wood,Rabbit's Room,po04.ard,N,0x0009A900,xa_po_0000.mdls,Pooh Bear,FALSE
100 Acre Wood,Rabbit's Room,po04.ard,N,0x0009A940,xa_po_1000.mdls,Tigger,FALSE
100 Acre Wood,Rabbit's Room,po04.ard,N,0x0009A980,xa_po_1010.mdls,Piglet,FALSE
100 Acre Wood,Rabbit's Room,po04.ard,N,0x0009A9C0,xa_po_1020.mdls,Eeyore,FALSE
100 Acre Wood,Rabbit's Room,po04.ard,N,0x0009AA00,xa_po_1030.mdls,Rabbit,FALSE
100 Acre Wood,Rabbit's Room,po04.ard,N,0x0009AA40,xa_po_1040.mdls,Owl,FALSE
100 Acre Wood,Rabbit's Room,po04.ard,N,0x0009AA80,xa_po_1050.mdls,Roo,FALSE
100 Acre Wood,Hunny Tree,po05.ard,N,0x0005B780,xa_ex_0010.mdls,Sora,FALSE
100 Acre Wood,Hunny Tree,po05.ard,N,0x0005B7C0,xa_ex_0040.mdls,Donald,FALSE
100 Acre Wood,Hunny Tree,po05.ard,N,0x0005B800,xa_ex_0050.mdls,Goofy,FALSE
100 Acre Wood,Hunny Tree,po05.ard,N,0x0005B980,xa_po_0000.mdls,Pooh Bear,FALSE
100 Acre Wood,Hunny Tree,po05.ard,N,0x0005B9C0,xa_po_1000.mdls,Tigger,FALSE
100 Acre Wood,Hunny Tree,po05.ard,N,0x0005BA00,xa_po_1010.mdls,Piglet,FALSE
100 Acre Wood,Hunny Tree,po05.ard,N,0x0005BA40,xa_po_1020.mdls,Eeyore,FALSE
100 Acre Wood,Hunny Tree,po05.ard,N,0x0005BA80,xa_po_1030.mdls,Rabbit,FALSE
100 Acre Wood,Hunny Tree,po05.ard,N,0x0005BAC0,xa_po_1040.mdls,Owl,FALSE
100 Acre Wood,Hunny Tree,po05.ard,N,0x0005BB00,xa_po_1050.mdls,Roo,FALSE
100 Acre Wood,Wood: Hill,po06.ard,N,0x000A9E80,xa_ex_0010.mdls,Sora,FALSE
100 Acre Wood,Wood: Hill,po06.ard,N,0x000A9EC0,xa_ex_0040.mdls,Donald,FALSE
100 Acre Wood,Wood: Hill,po06.ard,N,0x000A9F00,xa_ex_0050.mdls,Goofy,FALSE
100 Acre Wood,Wood: Hill,po06.ard,N,0x000AA100,xa_po_0000.mdls,Pooh Bear,FALSE
100 Acre Wood,Wood: Hill,po06.ard,N,0x000AA140,xa_po_1000.mdls,Tigger,FALSE
100 Acre Wood,Wood: Hill,po06.ard,N,0x000AA180,xa_po_1010.mdls,Piglet,FALSE
100 Acre Wood,Wood: Hill,po06.ard,N,0x000AA1C0,xa_po_1020.mdls,Eeyore,FALSE
100 Acre Wood,Wood: Hill,po06.ard,N,0x000AA200,xa_po_1030.mdls,Rabbit,FALSE
100 Acre Wood,Wood: Hill,po06.ard,N,0x000AA240,xa_po_1040.mdls,Owl,FALSE
100 Acre Wood,Wood: Meadow,po07.ard,N,0x000C9680,xa_ex_0010.mdls,Sora,FALSE
100 Acre Wood,Wood: Meadow,po07.ard,N,0x000C96C0,xa_ex_0040.mdls,Donald,FALSE
100 Acre Wood,Wood: Meadow,po07.ard,N,0x000C9700,xa_ex_0050.mdls,Goofy,FALSE
100 Acre Wood,Wood: Meadow,po07.ard,N,0x000C9800,xa_ex_7010.mdls,Sora (High-Poly),FALSE
100 Acre Wood,Wood: Meadow,po07.ard,N,0x000C9840,xa_po_1020.mdls,Eeyore,FALSE
100 Acre Wood,Wood: Meadow,po07.ard,N,0x000C9880,xa_po_1040.mdls,Owl,FALSE
100 Acre Wood,Wood: Meadow,po07.ard,N,0x000C98C0,xa_po_7000.mdls,Pooh Bear (High-Poly),FALSE
100 Acre Wood,Bouncing Spot,po08.ard,N,0x0014F280,xa_ex_0010.mdls,Sora,FALSE
100 Acre Wood,Bouncing Spot,po08.ard,N,0x0014F2C0,xa_ex_0040.mdls,Donald,FALSE
100 Acre Wood,Bouncing Spot,po08.ard,N,0x0014F300,xa_ex_0050.mdls,Goofy,FALSE
100 Acre Wood,Bouncing Spot,po08.ard,N,0x0014F780,xa_po_0000.mdls,Pooh Bear,FALSE
100 Acre Wood,Bouncing Spot,po08.ard,N,0x0014F7C0,xa_po_1000.mdls,Tigger,FALSE
100 Acre Wood,Bouncing Spot,po08.ard,N,0x0014F800,xa_po_1010.mdls,Piglet,FALSE
100 Acre Wood,Bouncing Spot,po08.ard,N,0x0014F840,xa_po_1020.mdls,Eeyore,FALSE
100 Acre Wood,Bouncing Spot,po08.ard,N,0x0014F880,xa_po_1030.mdls,Rabbit,FALSE
100 Acre Wood,Bouncing Spot,po08.ard,N,0x0014F8C0,xa_po_1040.mdls,Owl,FALSE
100 Acre Wood,Bouncing Spot,po08.ard,N,0x0014F900,xa_po_1050.mdls,Roo,FALSE
100 Acre Wood,Muddy Path,po09.ard,N,0x00159880,xa_ex_0010.mdls,Sora,FALSE
100 Acre Wood,Muddy Path,po09.ard,N,0x001598C0,xa_ex_0040.mdls,Donald,FALSE
100 Acre Wood,Muddy Path,po09.ard,N,0x00159900,xa_ex_0050.mdls,Goofy,FALSE
100 Acre Wood,Muddy Path,po09.ard,N,0x00159D80,xa_po_0000.mdls,Pooh Bear,FALSE
100 Acre Wood,Muddy Path,po09.ard,N,0x00159DC0,xa_po_1000.mdls,Tigger,FALSE
100 Acre Wood,Muddy Path,po09.ard,N,0x00159E00,xa_po_1010.mdls,Piglet,FALSE
100 Acre Wood,Muddy Path,po09.ard,N,0x00159E40,xa_po_1020.mdls,Eeyore,FALSE
100 Acre Wood,Muddy Path,po09.ard,N,0x00159E80,xa_po_1030.mdls,Rabbit,FALSE
100 Acre Wood,Muddy Path,po09.ard,N,0x00159EC0,xa_po_1040.mdls,Owl,FALSE
100 Acre Wood,Muddy Path,po09.ard,N,0x00159F00,xa_po_1050.mdls,Roo,FALSE
100 Acre Wood,Ending,po10.ard,N,0x00099380,xa_ex_0010.mdls,Sora,FALSE
100 Acre Wood,Ending,po10.ard,N,0x000993C0,xa_ex_0040.mdls,Donald,FALSE
100 Acre Wood,Ending,po10.ard,N,0x00099400,xa_ex_0050.mdls,Goofy,FALSE
100 Acre Wood,Ending,po10.ard,N,0x00099480,xa_po_0000.mdls,Pooh Bear,FALSE
100 Acre Wood,Ending,po10.ard,N,0x000994C0,xa_po_1000.mdls,Tigger,FALSE
100 Acre Wood,Ending,po10.ard,N,0x00099500,xa_po_1010.mdls,Piglet,FALSE
100 Acre Wood,Ending,po10.ard,N,0x00099540,xa_po_1020.mdls,Eeyore,FALSE
100 Acre Wood,Ending,po10.ard,N,0x00099580,xa_po_1030.mdls,Rabbit,FALSE
100 Acre Wood,Ending,po10.ard,N,0x000995C0,xa_po_1040.mdls,Owl,FALSE
100 Acre Wood,Ending,po10.ard,N,0x00099600,xa_po_1050.mdls,Roo,FALSE
100 Acre Wood,100 Acre Wood,po11.ard,N,0x00007180,xa_ex_0010.mdls,Sora,FALSE
100 Acre Wood,100 Acre Wood,po11.ard,N,0x000071C0,xa_ex_0040.mdls,Donald,FALSE
100 Acre Wood,100 Acre Wood,po11.ard,N,0x00007200,xa_ex_0050.mdls,Goofy,FALSE
100 Acre Wood,100 Acre Wood,po11.ard,N,0x00007280,xa_po_0000.mdls,Pooh Bear,FALSE
100 Acre Wood,100 Acre Wood,po11.ard,N,0x000072C0,xa_po_1000.mdls,Tigger,FALSE
100 Acre Wood,100 Acre Wood,po11.ard,N,0x00007300,xa_po_1010.mdls,Piglet,FALSE
100 Acre Wood,100 Acre Wood,po11.ard,N,0x00007340,xa_po_1020.mdls,Eeyore,FALSE
100 Acre Wood,100 Acre Wood,po11.ard,N,0x00007380,xa_po_1030.mdls,Rabbit,FALSE
100 Acre Wood,100 Acre Wood,po11.ard,N,0x000073C0,xa_po_1040.mdls,Owl,FALSE
100 Acre Wood,100 Acre Wood,po11.ard,N,0x00007400,xa_po_1050.mdls,Roo,FALSE
Agrabah,Desert,al01.ard,Y,0x00206700,xa_al_0030.mdls,Aladdin,FALSE
Agrabah,Desert,al01.ard,Y,0x00206740,xa_ex_0010.mdls,Sora,FALSE
Agrabah,Desert,al01.ard,Y,0x00206780,xa_ex_0040.mdls,Donald,FALSE
Agrabah,Desert,al01.ard,Y,0x002067C0,xa_ex_0050.mdls,Goofy,FALSE
Agrabah,Desert,al01.ard,Y,0x00206CC0,xa_al_3050.mdls,Kurt Zisa,FALSE
Agrabah,Desert,al01.ard,Y,0x00206D00,xa_al_1010.mdls,Magic Carpet,FALSE
Agrabah,Desert,al01.ard,Y,0x00206D40,xa_al_0038.mdls,Aladdin,FALSE
Agrabah,Desert,al01.ard,Y,0x00206D80,xa_al_7000.mdls,Aladdin (High-Poly),FALSE
Agrabah,Desert,al01.ard,Y,0x00206DC0,xa_al_7020.mdls,Genie (High-Poly),FALSE
Agrabah,Desert,al01.ard,Y,0x00206E00,xa_ex_0048.mdls,Donald,FALSE
Agrabah,Desert,al01.ard,Y,0x00206E40,xa_ex_0058.mdls,Goofy,FALSE
Agrabah,Desert,al01.ard,Y,0x00206E80,xa_ex_4041.mdls,Genie,FALSE
Agrabah,Desert,al01.ard,Y,0x00206EC0,xa_ex_7010.mdls,Sora (High-Poly),FALSE
Agrabah,Desert: Cave,al02.ard,N,0x000C2480,xa_al_0030.mdls,Aladdin,FALSE
Agrabah,Desert: Cave,al02.ard,N,0x000C24C0,xa_ex_0010.mdls,Sora,FALSE
Agrabah,Desert: Cave,al02.ard,N,0x000C2500,xa_ex_0040.mdls,Donald,FALSE
Agrabah,Desert: Cave,al02.ard,N,0x000C2540,xa_ex_0050.mdls,Goofy,FALSE
Agrabah,Desert: Cave,al02.ard,N,0x000C2600,xa_ex_2090.mdls,Heartless Bandit,TRUE
Agrabah,Desert: Cave,al02.ard,N,0x000C2640,xa_ex_2060.mdls,Heartless Fat Bandit,TRUE
Agrabah,Desert: Cave,al02.ard,N,0x000C2680,xa_ex_2160.mdls,Heartless Air Soldier,TRUE
Agrabah,Desert: Cave,al02.ard,N,0x000C26C0,xa_al_3060.mdls,Cave of Wonders Guardian (Tiger Head),FALSE
Agrabah,Desert: Cave,al02.ard,N,0x000C2A00,xa_ex_2320.mdls,Heartless Wyvern,TRUE
Agrabah,Desert: Cave,al02.ard,N,0x000C2A40,xa_al_0038.mdls,Aladdin,FALSE
Agrabah,Desert: Cave,al02.ard,N,0x000C2A80,xa_al_1080.mdls,Abu,FALSE
Agrabah,Desert: Cave,al02.ard,N,0x000C2AC0,xa_al_7000.mdls,Aladdin (High-Poly),FALSE
Agrabah,Desert: Cave,al02.ard,N,0x000C2B00,xa_al_7020.mdls,Genie (High-Poly),FALSE
Agrabah,Desert: Cave,al02.ard,N,0x000C2B40,xa_ex_0048.mdls,Donald,FALSE
Agrabah,Desert: Cave,al02.ard,N,0x000C2B80,xa_ex_0058.mdls,Goofy,FALSE
Agrabah,Desert: Cave,al02.ard,N,0x000C2BC0,xa_ex_4041.mdls,Genie,FALSE
Agrabah,Desert: Cave,al02.ard,N,0x000C2C40,xa_al_1010.mdls,Magic Carpet,FALSE
Agrabah,Agrabah: Plaza,al03.ard,N,0x001DBF80,xa_al_0030.mdls,Aladdin,FALSE
Agrabah,Agrabah: Plaza,al03.ard,N,0x001DBFC0,xa_ex_0010.mdls,Sora,FALSE
Agrabah,Agrabah: Plaza,al03.ard,N,0x001DC000,xa_ex_0040.mdls,Donald,FALSE
Agrabah,Agrabah: Plaza,al03.ard,N,0x001DC040,xa_ex_0050.mdls,Goofy,FALSE
Agrabah,Agrabah: Plaza,al03.ard,N,0x001DC580,xa_ex_2020.mdls,Heartless Shadow,TRUE
Agrabah,Agrabah: Plaza,al03.ard,N,0x001DC5C0,xa_ex_2090.mdls,Heartless Bandit,TRUE
Agrabah,Agrabah: Plaza,al03.ard,N,0x001DC600,xa_ex_2171.mdls,Red Pot (Hidden Pot Spider),FALSE
Agrabah,Agrabah: Plaza,al03.ard,N,0x001DC640,xa_ex_2172.mdls,Heartless Pot Spider (Darker Red),FALSE
Agrabah,Agrabah: Plaza,al03.ard,N,0x001DC680,xa_ex_2060.mdls,Heartless Fat Bandit,TRUE
Agrabah,Agrabah: Plaza,al03.ard,N,0x001DC6C0,xa_ex_2130.mdls,Heartless Yellow Opera,TRUE
Agrabah,Agrabah: Plaza,al03.ard,N,0x001DC700,xa_ex_2160.mdls,Heartless Air Soldier,TRUE
Agrabah,Agrabah: Plaza,al03.ard,N,0x001DC740,xa_al_1030.mdls,Random NPC,FALSE
Agrabah,Agrabah: Plaza,al03.ard,N,0x001DC780,xa_ex_2010.mdls,Heartless Soldier,TRUE
Agrabah,Agrabah: Plaza,al03.ard,N,0x001DC7C0,xa_ex_2050.mdls,Heartless Large Body,TRUE
Agrabah,Agrabah: Plaza,al03.ard,N,0x001DC800,xa_ex_2280.mdls,Heartless Darkball,TRUE
Agrabah,Agrabah: Alley,al04.ard,N,0x000B5E00,xa_al_0030.mdls,Aladdin,FALSE
Agrabah,Agrabah: Alley,al04.ard,N,0x000B5E40,xa_ex_0010.mdls,Sora,FALSE
Agrabah,Agrabah: Alley,al04.ard,N,0x000B5E80,xa_ex_0040.mdls,Donald,FALSE
Agrabah,Agrabah: Alley,al04.ard,N,0x000B5EC0,xa_ex_0050.mdls,Goofy,FALSE
Agrabah,Agrabah: Alley,al04.ard,N,0x000B6180,xa_ex_2020.mdls,Heartless Shadow,TRUE
Agrabah,Agrabah: Alley,al04.ard,N,0x000B61C0,xa_ex_2090.mdls,Heartless Bandit,TRUE
Agrabah,Agrabah: Alley,al04.ard,N,0x000B6200,xa_ex_2171.mdls,Red Pot (Hidden Pot Spider),FALSE
Agrabah,Agrabah: Alley,al04.ard,N,0x000B6240,xa_ex_2172.mdls,Heartless Pot Spider (Darker Red),FALSE
Agrabah,Agrabah: Alley,al04.ard,N,0x000B6280,xa_ex_2130.mdls,Heartless Yellow Opera,TRUE
Agrabah,Agrabah: Alley,al04.ard,N,0x000B62C0,xa_ex_2160.mdls,Heartless Air Soldier,TRUE
Agrabah,Agrabah: Alley,al04.ard,N,0x000B6300,xa_al_1040.mdls,Random NPC,FALSE
Agrabah,Agrabah: Alley,al04.ard,N,0x000B6340,xa_ex_2050.mdls,Heartless Large Body,TRUE
Agrabah,Agrabah: Alley,al04.ard,N,0x000B6380,xa_ex_2150.mdls,Heartless Wizard,TRUE
Agrabah,Agrabah: Alley,al04.ard,N,0x000B63C0,xa_ex_2280.mdls,Heartless Darkball,TRUE
Agrabah,Agrabah: Alley,al04.ard,N,0x000B6400,xa_al_0038.mdls,Aladdin,FALSE
Agrabah,Agrabah: Alley,al04.ard,N,0x000B6440,xa_al_1000.mdls,Jasmine,FALSE
Agrabah,Agrabah: Alley,al04.ard,N,0x000B6480,xa_al_3018.mdls,Jafar,FALSE
Agrabah,Agrabah: Alley,al04.ard,N,0x000B64C0,xa_al_7010.mdls,Jafar (High-Poly),FALSE
Agrabah,Agrabah: Alley,al04.ard,N,0x000B6500,xa_ex_0048.mdls,Donald,FALSE
Agrabah,Agrabah: Alley,al04.ard,N,0x000B6540,xa_ex_0058.mdls,Goofy,FALSE
Agrabah,Agrabah: Bazaar,al05.ard,N,0x00074780,xa_al_0030.mdls,Aladdin,FALSE
Agrabah,Agrabah: Bazaar,al05.ard,N,0x000747C0,xa_ex_0010.mdls,Sora,FALSE
Agrabah,Agrabah: Bazaar,al05.ard,N,0x00074800,xa_ex_0040.mdls,Donald,FALSE
Agrabah,Agrabah: Bazaar,al05.ard,N,0x00074840,xa_ex_0050.mdls,Goofy,FALSE
Agrabah,Agrabah: Bazaar,al05.ard,N,0x00074A80,xa_ex_2020.mdls,Heartless Shadow,TRUE
Agrabah,Agrabah: Bazaar,al05.ard,N,0x00074AC0,xa_ex_2090.mdls,Heartless Bandit,TRUE
Agrabah,Agrabah: Bazaar,al05.ard,N,0x00074B00,xa_ex_2140.mdls,Heartless Green Requiem,TRUE
Agrabah,Agrabah: Bazaar,al05.ard,N,0x00074B40,xa_ex_2171.mdls,Red Pot (Hidden Pot Spider),FALSE
Agrabah,Agrabah: Bazaar,al05.ard,N,0x00074B80,xa_ex_2172.mdls,Heartless Pot Spider (Darker Red),FALSE
Agrabah,Agrabah: Bazaar,al05.ard,N,0x00074BC0,xa_ex_2380.mdls,Heartless Black Fungi,TRUE
Agrabah,Agrabah: Bazaar,al05.ard,N,0x00074C00,xa_ex_2280.mdls,Heartless Darkball,TRUE
Agrabah,Agrabah: Main Street,al06.ard,N,0x000AD400,xa_al_0030.mdls,Aladdin,FALSE
Agrabah,Agrabah: Main Street,al06.ard,N,0x000AD440,xa_ex_0010.mdls,Sora,FALSE
Agrabah,Agrabah: Main Street,al06.ard,N,0x000AD480,xa_ex_0040.mdls,Donald,FALSE
Agrabah,Agrabah: Main Street,al06.ard,N,0x000AD4C0,xa_ex_0050.mdls,Goofy,FALSE
Agrabah,Agrabah: Main Street,al06.ard,N,0x000AD700,xa_al_1000.mdls,Jasmine,FALSE
Agrabah,Agrabah: Main Street,al06.ard,N,0x000AD740,xa_al_1028.mdls,Iago (Parrot),FALSE
Agrabah,Agrabah: Main Street,al06.ard,N,0x000AD780,xa_al_3018.mdls,Jafar,FALSE
Agrabah,Agrabah: Main Street,al06.ard,N,0x000AD7C0,xa_al_7010.mdls,Jafar (High-Poly),FALSE
Agrabah,Agrabah: Main Street,al06.ard,N,0x000AD800,xa_ex_1091.mdls,Maleficent,FALSE
Agrabah,Agrabah: Main Street,al06.ard,N,0x000AD840,xa_ex_2090.mdls,Heartless Bandit,TRUE
Agrabah,Agrabah: Main Street,al06.ard,N,0x000AD880,xa_ex_2020.mdls,Heartless Shadow,TRUE
Agrabah,Agrabah: Main Street,al06.ard,N,0x000AD8C0,xa_ex_2171.mdls,Red Pot (Hidden Pot Spider),FALSE
Agrabah,Agrabah: Main Street,al06.ard,N,0x000AD900,xa_ex_2172.mdls,Heartless Pot Spider (Darker Red),FALSE
Agrabah,Agrabah: Main Street,al06.ard,N,0x000AD940,xa_ex_2060.mdls,Heartless Fat Bandit,TRUE
Agrabah,Agrabah: Main Street,al06.ard,N,0x000AD980,xa_ex_2140.mdls,Heartless Green Requiem,TRUE
Agrabah,Agrabah: Main Street,al06.ard,N,0x000AD9C0,xa_ex_2130.mdls,Heartless Yellow Opera,TRUE
Agrabah,Agrabah: Main Street,al06.ard,N,0x000ADA00,xa_ex_2160.mdls,Heartless Air Soldier,TRUE
