Item Index,Item Name,File,Offset,Value (HEX),Value,Notes
87,Three Wishes,btltbl.bin,211E,00 00,0,???
87,Three Wishes,btltbl.bin,2120,E3 05 00 00,1507,Sort Order
88,Fairy Harp,btltbl.bin,2124,76 00,118,Item Name
88,Fairy Harp,btltbl.bin,2126,02,2,Item Icon
88,Fairy Harp,btltbl.bin,2127,08,8,???
88,Fairy Harp,btltbl.bin,2128,00 00,0,???
88,Fairy Harp,btltbl.bin,212A,08 00,8,???
88,Fairy Harp,btltbl.bin,212C,00 00,0,Buy Price
88,Fairy Harp,btltbl.bin,212E,00 00,0,Sell Price
88,Fairy Harp,btltbl.bin,2130,40 EA,59968,???
88,Fairy Harp,btltbl.bin,2132,00 00,0,???
88,Fairy Harp,btltbl.bin,2134,E6 05 00 00,1510,Sort Order
89,Pumpkinhead,btltbl.bin,2138,77 00,119,Item Name
89,Pumpkinhead,btltbl.bin,213A,02,2,Item Icon
89,Pumpkinhead,btltbl.bin,213B,08,8,???
89,Pumpkinhead,btltbl.bin,213C,00 00,0,???
89,Pumpkinhead,btltbl.bin,213E,09 00,9,???
89,Pumpkinhead,btltbl.bin,2140,00 00,0,Buy Price
89,Pumpkinhead,btltbl.bin,2142,00 00,0,Sell Price
89,Pumpkinhead,btltbl.bin,2144,88 EA,60040,???
89,Pumpkinhead,btltbl.bin,2146,00 00,0,???
89,Pumpkinhead,btltbl.bin,2148,E5 05 00 00,1509,Sort Order
90,Crabclaw,btltbl.bin,214C,78 00,120,Item Name
90,Crabclaw,btltbl.bin,214E,02,2,Item Icon
90,Crabclaw,btltbl.bin,214F,08,8,???
90,Crabclaw,btltbl.bin,2150,00 00,0,???
90,Crabclaw,btltbl.bin,2152,0A 00,10,???
90,Crabclaw,btltbl.bin,2154,00 00,0,Buy Price
90,Crabclaw,btltbl.bin,2156,00 00,0,Sell Price
90,Crabclaw,btltbl.bin,2158,A8 EA,60072,???
90,Crabclaw,btltbl.bin,215A,00 00,0,???
90,Crabclaw,btltbl.bin,215C,E4 05 00 00,1508,Sort Order
91,Divine Rose,btltbl.bin,2160,79 00,121,Item Name
91,Divine Rose,btltbl.bin,2162,02,2,Item Icon
91,Divine Rose,btltbl.bin,2163,08,8,???
91,Divine Rose,btltbl.bin,2164,00 00,0,???
91,Divine Rose,btltbl.bin,2166,0B 00,11,???
91,Divine Rose,btltbl.bin,2168,00 00,0,Buy Price
91,Divine Rose,btltbl.bin,216A,00 00,0,Sell Price
91,Divine Rose,btltbl.bin,216C,E0 EA,60128,???
91,Divine Rose,btltbl.bin,216E,00 00,0,???
91,Divine Rose,btltbl.bin,2170,ED 05 00 00,1517,Sort Order
92,Spellbinder,btltbl.bin,2174,7A 00,122,Item Name
92,Spellbinder,btltbl.bin,2176,02,2,Item Icon
92,Spellbinder,btltbl.bin,2177,08,8,???
92,Spellbinder,btltbl.bin,2178,00 00,0,???
92,Spellbinder,btltbl.bin,217A,0C 00,12,???
92,Spellbinder,btltbl.bin,217C,00 00,0,Buy Price
92,Spellbinder,btltbl.bin,217E,00 00,0,Sell Price
92,Spellbinder,btltbl.bin,2180,18 EB,60184,???
92,Spellbinder,btltbl.bin,2182,00 00,0,???
92,Spellbinder,btltbl.bin,2184,E8 05 00 00,1512,Sort Order
93,Olympia,btltbl.bin,2188,7B 00,123,Item Name
93,Olympia,btltbl.bin,218A,02,2,Item Icon
93,Olympia,btltbl.bin,218B,08,8,???
93,Olympia,btltbl.bin,218C,00 00,0,???
93,Olympia,btltbl.bin,218E,0D 00,13,???
93,Olympia,btltbl.bin,2190,00 00,0,Buy Price
93,Olympia,btltbl.bin,2192,00 00,0,Sell Price
93,Olympia,btltbl.bin,2194,48 EB,60232,???
93,Olympia,btltbl.bin,2196,00 00,0,???
93,Olympia,btltbl.bin,2198,EA 05 00 00,1514,Sort Order
94,Lionheart,btltbl.bin,219C,7C 00,124,Item Name
94,Lionheart,btltbl.bin,219E,02,2,Item Icon
94,Lionheart,btltbl.bin,219F,08,8,???
94,Lionheart,btltbl.bin,21A0,00 00,0,???
94,Lionheart,btltbl.bin,21A2,0E 00,14,???
94,Lionheart,btltbl.bin,21A4,00 00,0,Buy Price
94,Lionheart,btltbl.bin,21A6,00 00,0,Sell Price
94,Lionheart,btltbl.bin,21A8,88 EB,60296,???
94,Lionheart,btltbl.bin,21AA,00 00,0,???
94,Lionheart,btltbl.bin,21AC,EB 05 00 00,1515,Sort Order
95,Metal Chocobo,btltbl.bin,21B0,7D 00,125,Item Name
95,Metal Chocobo,btltbl.bin,21B2,02,2,Item Icon
95,Metal Chocobo,btltbl.bin,21B3,08,8,???
95,Metal Chocobo,btltbl.bin,21B4,00 00,0,???
95,Metal Chocobo,btltbl.bin,21B6,0F 00,15,???
95,Metal Chocobo,btltbl.bin,21B8,00 00,0,Buy Price
95,Metal Chocobo,btltbl.bin,21BA,00 00,0,Sell Price
95,Metal Chocobo,btltbl.bin,21BC,D0 EB,60368,???
95,Metal Chocobo,btltbl.bin,21BE,00 00,0,???
95,Metal Chocobo,btltbl.bin,21C0,E9 05 00 00,1513,Sort Order
96,Oathkeeper,btltbl.bin,21C4,7E 00,126,Item Name
96,Oathkeeper,btltbl.bin,21C6,02,2,Item Icon
96,Oathkeeper,btltbl.bin,21C7,08,8,???
96,Oathkeeper,btltbl.bin,21C8,00 00,0,???
96,Oathkeeper,btltbl.bin,21CA,10 00,16,???
96,Oathkeeper,btltbl.bin,21CC,00 00,0,Buy Price
96,Oathkeeper,btltbl.bin,21CE,00 00,0,Sell Price
96,Oathkeeper,btltbl.bin,21D0,10 EC,60432,???
96,Oathkeeper,btltbl.bin,21D2,00 00,0,???
96,Oathkeeper,btltbl.bin,21D4,EE 05 00 00,1518,Sort Order
97,Oblivion,btltbl.bin,21D8,7F 00,127,Item Name
97,Oblivion,btltbl.bin,21DA,02,2,Item Icon
97,Oblivion,btltbl.bin,21DB,08,8,???
97,Oblivion,btltbl.bin,21DC,00 00,0,???
97,Oblivion,btltbl.bin,21DE,11 00,17,???
97,Oblivion,btltbl.bin,21E0,00 00,0,Buy Price
97,Oblivion,btltbl.bin,21E2,00 00,0,Sell Price
97,Oblivion,btltbl.bin,21E4,58 EC,60504,???
97,Oblivion,btltbl.bin,21E6,00 00,0,???
97,Oblivion,btltbl.bin,21E8,EF 05 00 00,1519,Sort Order
98,Lady Luck,btltbl.bin,21EC,80 00,128,Item Name
98,Lady Luck,btltbl.bin,21EE,02,2,Item Icon
98,Lady Luck,btltbl.bin,21EF,08,8,???
98,Lady Luck,btltbl.bin,21F0,00 00,0,???
98,Lady Luck,btltbl.bin,21F2,12 00,18,???
98,Lady Luck,btltbl.bin,21F4,00 00,0,Buy Price
98,Lady Luck,btltbl.bin,21F6,00 00,0,Sell Price
98,Lady Luck,btltbl.bin,21F8,80 EC,60544,???
98,Lady Luck,btltbl.bin,21FA,00 00,0,???
98,Lady Luck,btltbl.bin,21FC,EC 05 00 00,1516,Sort Order
99,Wishing Star,btltbl.bin,2200,81 00,129,Item Name
99,Wishing Star,btltbl.bin,2202,02,2,Item Icon
99,Wishing Star,btltbl.bin,2203,08,8,???
99,Wishing Star,btltbl.bin,2204,00 00,0,???
99,Wishing Star,btltbl.bin,2206,13 00,19,???
99,Wishing Star,btltbl.bin,2208,00 00,0,Buy Price
99,Wishing Star,btltbl.bin,220A,00 00,0,Sell Price
99,Wishing Star,btltbl.bin,220C,C0 EC,60608,???
99,Wishing Star,btltbl.bin,220E,00 00,0,???
99,Wishing Star,btltbl.bin,2210,E7 05 00 00,1511,Sort Order
100,Ultima Weapon,btltbl.bin,2214,82 00,130,Item Name
100,Ultima Weapon,btltbl.bin,2216,02,2,Item Icon
100,Ultima Weapon,btltbl.bin,2217,08,8,???
100,Ultima Weapon,btltbl.bin,2218,00 00,0,???
100,Ultima Weapon,btltbl.bin,221A,14 00,20,???
100,Ultima Weapon,btltbl.bin,221C,00 00,0,Buy Price
100,Ultima Weapon,btltbl.bin,221E,00 00,0,Sell Price
100,Ultima Weapon,btltbl.bin,2220,F8 EC,60664,???
100,Ultima Weapon,btltbl.bin,2222,00 00,0,???
100,Ultima Weapon,btltbl.bin,2224,F2 05 00 00,1522,Sort Order
101,Diamond Dust,btltbl.bin,2228,83 00,131,Item Name
101,Diamond Dust,btltbl.bin,222A,02,2,Item Icon
101,Diamond Dust,btltbl.bin,222B,08,8,???
101,Diamond Dust,btltbl.bin,222C,00 00,0,???
101,Diamond Dust,btltbl.bin,222E,15 00,21,???
101,Diamond Dust,btltbl.bin,2230,00 00,0,Buy Price
101,Diamond Dust,btltbl.bin,2232,00 00,0,Sell Price
101,Diamond Dust,btltbl.bin,2234,38 ED,60728,???
101,Diamond Dust,btltbl.bin,2236,00 00,0,???
101,Diamond Dust,btltbl.bin,2238,F0 05 00 00,1520,Sort Order
102,One-Winged Angel,btltbl.bin,223C,84 00,132,Item Name
102,One-Winged Angel,btltbl.bin,223E,02,2,Item Icon
102,One-Winged Angel,btltbl.bin,223F,08,8,???
102,One-Winged Angel,btltbl.bin,2240,00 00,0,???
102,One-Winged Angel,btltbl.bin,2242,16 00,22,???
102,One-Winged Angel,btltbl.bin,2244,00 00,0,Buy Price
102,One-Winged Angel,btltbl.bin,2246,00 00,0,Sell Price
102,One-Winged Angel,btltbl.bin,2248,68 ED,60776,???
102,One-Winged Angel,btltbl.bin,224A,00 00,0,???
102,One-Winged Angel,btltbl.bin,224C,F1 05 00 00,1521,Sort Order
103,Mage's Staff,btltbl.bin,2250,85 00,133,Item Name
103,Mage's Staff,btltbl.bin,2252,03,3,Item Icon
103,Mage's Staff,btltbl.bin,2253,08,8,???
103,Mage's Staff,btltbl.bin,2254,00 00,0,???
103,Mage's Staff,btltbl.bin,2256,01 00,1,???
103,Mage's Staff,btltbl.bin,2258,00 00,0,Buy Price
103,Mage's Staff,btltbl.bin,225A,00 00,0,Sell Price
103,Mage's Staff,btltbl.bin,225C,B0 ED,60848,???
103,Mage's Staff,btltbl.bin,225E,00 00,0,???
103,Mage's Staff,btltbl.bin,2260,41 06 00 00,1601,Sort Order
104,Morning Star,btltbl.bin,2264,86 00,134,Item Name
104,Morning Star,btltbl.bin,2266,03,3,Item Icon
104,Morning Star,btltbl.bin,2267,08,8,???
104,Morning Star,btltbl.bin,2268,00 00,0,???
104,Morning Star,btltbl.bin,226A,02 00,2,???
104,Morning Star,btltbl.bin,226C,2C 01,300,Buy Price
104,Morning Star,btltbl.bin,226E,3C 00,60,Sell Price
104,Morning Star,btltbl.bin,2270,C0 ED,60864,???
104,Morning Star,btltbl.bin,2272,00 00,0,???
104,Morning Star,btltbl.bin,2274,42 06 00 00,1602,Sort Order
105,Shooting Star,btltbl.bin,2278,87 00,135,Item Name
105,Shooting Star,btltbl.bin,227A,03,3,Item Icon
105,Shooting Star,btltbl.bin,227B,08,8,???
105,Shooting Star,btltbl.bin,227C,00 00,0,???
105,Shooting Star,btltbl.bin,227E,03 00,3,???
105,Shooting Star,btltbl.bin,2280,20 03,800,Buy Price
105,Shooting Star,btltbl.bin,2282,A0 00,160,Sell Price
105,Shooting Star,btltbl.bin,2284,E0 ED,60896,???
105,Shooting Star,btltbl.bin,2286,00 00,0,???
105,Shooting Star,btltbl.bin,2288,43 06 00 00,1603,Sort Order
106,Magus Staff,btltbl.bin,228C,88 00,136,Item Name
106,Magus Staff,btltbl.bin,228E,03,3,Item Icon
106,Magus Staff,btltbl.bin,228F,08,8,???
106,Magus Staff,btltbl.bin,2290,00 00,0,???
106,Magus Staff,btltbl.bin,2292,04 00,4,???
106,Magus Staff,btltbl.bin,2294,B0 04,1200,Buy Price
106,Magus Staff,btltbl.bin,2296,C8 00,200,Sell Price
106,Magus Staff,btltbl.bin,2298,08 EE,60936,???
106,Magus Staff,btltbl.bin,229A,00 00,0,???
106,Magus Staff,btltbl.bin,229C,44 06 00 00,1604,Sort Order
107,Wisdom Staff,btltbl.bin,22A0,89 00,137,Item Name
107,Wisdom Staff,btltbl.bin,22A2,03,3,Item Icon
107,Wisdom Staff,btltbl.bin,22A3,08,8,???
107,Wisdom Staff,btltbl.bin,22A4,00 00,0,???
107,Wisdom Staff,btltbl.bin,22A6,05 00,5,???
107,Wisdom Staff,btltbl.bin,22A8,A0 0F,4000,Buy Price
107,Wisdom Staff,btltbl.bin,22AA,04 01,260,Sell Price
107,Wisdom Staff,btltbl.bin,22AC,30 EE,60976,???
107,Wisdom Staff,btltbl.bin,22AE,00 00,0,???
107,Wisdom Staff,btltbl.bin,22B0,45 06 00 00,1605,Sort Order
108,Warhammer,btltbl.bin,22B4,8A 00,138,Item Name
108,Warhammer,btltbl.bin,22B6,03,3,Item Icon
108,Warhammer,btltbl.bin,22B7,08,8,???
108,Warhammer,btltbl.bin,22B8,00 00,0,???
108,Warhammer,btltbl.bin,22BA,06 00,6,???
108,Warhammer,btltbl.bin,22BC,C2 01,450,Buy Price
108,Warhammer,btltbl.bin,22BE,5A 00,90,Sell Price
108,Warhammer,btltbl.bin,22C0,68 EE,61032,???
108,Warhammer,btltbl.bin,22C2,00 00,0,???
108,Warhammer,btltbl.bin,22C4,46 06 00 00,1606,Sort Order
109,Silver Mallet,btltbl.bin,22C8,8B 00,139,Item Name
109,Silver Mallet,btltbl.bin,22CA,03,3,Item Icon
109,Silver Mallet,btltbl.bin,22CB,08,8,???
109,Silver Mallet,btltbl.bin,22CC,00 00,0,???
109,Silver Mallet,btltbl.bin,22CE,07 00,7,???
109,Silver Mallet,btltbl.bin,22D0,B0 04,1200,Buy Price
109,Silver Mallet,btltbl.bin,22D2,C8 00,200,Sell Price
109,Silver Mallet,btltbl.bin,22D4,98 EE,61080,???
109,Silver Mallet,btltbl.bin,22D6,00 00,0,???
109,Silver Mallet,btltbl.bin,22D8,47 06 00 00,1607,Sort Order
110,Grand Mallet,btltbl.bin,22DC,8C 00,140,Item Name
110,Grand Mallet,btltbl.bin,22DE,03,3,Item Icon
110,Grand Mallet,btltbl.bin,22DF,08,8,???
110,Grand Mallet,btltbl.bin,22E0,00 00,0,???
110,Grand Mallet,btltbl.bin,22E2,08 00,8,???
110,Grand Mallet,btltbl.bin,22E4,A0 0F,4000,Buy Price
110,Grand Mallet,btltbl.bin,22E6,04 01,260,Sell Price
110,Grand Mallet,btltbl.bin,22E8,D0 EE,61136,???
110,Grand Mallet,btltbl.bin,22EA,00 00,0,???
110,Grand Mallet,btltbl.bin,22EC,48 06 00 00,1608,Sort Order
111,Lord Fortune,btltbl.bin,22F0,8D 00,141,Item Name
111,Lord Fortune,btltbl.bin,22F2,03,3,Item Icon
111,Lord Fortune,btltbl.bin,22F3,08,8,???
111,Lord Fortune,btltbl.bin,22F4,00 00,0,???
111,Lord Fortune,btltbl.bin,22F6,09 00,9,???
111,Lord Fortune,btltbl.bin,22F8,00 00,0,Buy Price
111,Lord Fortune,btltbl.bin,22FA,00 00,0,Sell Price
111,Lord Fortune,btltbl.bin,22FC,10 EF,61200,???
111,Lord Fortune,btltbl.bin,22FE,00 00,0,???
111,Lord Fortune,btltbl.bin,2300,49 06 00 00,1609,Sort Order
112,Violetta,btltbl.bin,2304,8E 00,142,Item Name
112,Violetta,btltbl.bin,2306,03,3,Item Icon
112,Violetta,btltbl.bin,2307,08,8,???
112,Violetta,btltbl.bin,2308,00 00,0,???
112,Violetta,btltbl.bin,230A,0A 00,10,???
112,Violetta,btltbl.bin,230C,00 00,0,Buy Price
112,Violetta,btltbl.bin,230E,00 00,0,Sell Price
112,Violetta,btltbl.bin,2310,40 EF,61248,???
112,Violetta,btltbl.bin,2312,00 00,0,???
112,Violetta,btltbl.bin,2314,4A 06 00 00,1610,Sort Order
113,Dream Rod (Donald),btltbl.bin,2318,8F 00,143,Item Name
113,Dream Rod (Donald),btltbl.bin,231A,03,3,Item Icon
113,Dream Rod (Donald),btltbl.bin,231B,08,8,???
113,Dream Rod (Donald),btltbl.bin,231C,00 00,0,???
113,Dream Rod (Donald),btltbl.bin,231E,0B 00,11,???
113,Dream Rod (Donald),btltbl.bin,2320,00 00,0,Buy Price
113,Dream Rod (Donald),btltbl.bin,2322,00 00,0,Sell Price
113,Dream Rod (Donald),btltbl.bin,2324,78 EF,61304,???
113,Dream Rod (Donald),btltbl.bin,2326,00 00,0,???
113,Dream Rod (Donald),btltbl.bin,2328,4C 06 00 00,1612,Sort Order
114,Save the Queen,btltbl.bin,232C,90 00,144,Item Name
114,Save the Queen,btltbl.bin,232E,03,3,Item Icon
114,Save the Queen,btltbl.bin,232F,08,8,???
114,Save the Queen,btltbl.bin,2330,00 00,0,???
114,Save the Queen,btltbl.bin,2332,0C 00,12,???
114,Save the Queen,btltbl.bin,2334,00 00,0,Buy Price
114,Save the Queen,btltbl.bin,2336,00 00,0,Sell Price
114,Save the Queen,btltbl.bin,2338,A8 EF,61352,???
114,Save the Queen,btltbl.bin,233A,00 00,0,???
114,Save the Queen,btltbl.bin,233C,4F 06 00 00,1615,Sort Order
115,Wizard's Relic,btltbl.bin,2340,91 00,145,Item Name
115,Wizard's Relic,btltbl.bin,2342,03,3,Item Icon
115,Wizard's Relic,btltbl.bin,2343,08,8,???
115,Wizard's Relic,btltbl.bin,2344,00 00,0,???
115,Wizard's Relic,btltbl.bin,2346,0D 00,13,???
115,Wizard's Relic,btltbl.bin,2348,00 00,0,Buy Price
115,Wizard's Relic,btltbl.bin,234A,E8 03,1000,Sell Price
115,Wizard's Relic,btltbl.bin,234C,E8 EF,61416,???
115,Wizard's Relic,btltbl.bin,234E,00 00,0,???
115,Wizard's Relic,btltbl.bin,2350,4B 06 00 00,1611,Sort Order
116,Meteor Strike,btltbl.bin,2354,92 00,146,Item Name
116,Meteor Strike,btltbl.bin,2356,03,3,Item Icon
116,Meteor Strike,btltbl.bin,2357,08,8,???
116,Meteor Strike,btltbl.bin,2358,00 00,0,???
116,Meteor Strike,btltbl.bin,235A,0E 00,14,???
116,Meteor Strike,btltbl.bin,235C,00 00,0,Buy Price
116,Meteor Strike,btltbl.bin,235E,00 00,0,Sell Price
116,Meteor Strike,btltbl.bin,2360,20 F0,61472,???
116,Meteor Strike,btltbl.bin,2362,00 00,0,???
116,Meteor Strike,btltbl.bin,2364,4D 06 00 00,1613,Sort Order
117,Fantasista,btltbl.bin,2368,93 00,147,Item Name
117,Fantasista,btltbl.bin,236A,03,3,Item Icon
117,Fantasista,btltbl.bin,236B,08,8,???
117,Fantasista,btltbl.bin,236C,00 00,0,???
117,Fantasista,btltbl.bin,236E,0F 00,15,???
117,Fantasista,btltbl.bin,2370,00 00,0,Buy Price
117,Fantasista,btltbl.bin,2372,2C 01,300,Sell Price
117,Fantasista,btltbl.bin,2374,60 F0,61536,???
117,Fantasista,btltbl.bin,2376,00 00,0,???
117,Fantasista,btltbl.bin,2378,4E 06 00 00,1614,Sort Order
118,Unused (Donald),btltbl.bin,237C,94 00,148,Item Name
118,Unused (Donald),btltbl.bin,237E,03,3,Item Icon
118,Unused (Donald),btltbl.bin,237F,08,8,???
118,Unused (Donald),btltbl.bin,2380,00 00,0,???
118,Unused (Donald),btltbl.bin,2382,01 00,1,???
118,Unused (Donald),btltbl.bin,2384,00 00,0,Buy Price
118,Unused (Donald),btltbl.bin,2386,00 00,0,Sell Price
118,Unused (Donald),btltbl.bin,2388,40 CC,52288,???
118,Unused (Donald),btltbl.bin,238A,00 00,0,???
118,Unused (Donald),btltbl.bin,238C,10 27 00 00,10000,Sort Order
119,Knight's Shield,btltbl.bin,2390,95 00,149,Item Name
119,Knight's Shield,btltbl.bin,2392,04,4,Item Icon
119,Knight's Shield,btltbl.bin,2393,08,8,???
119,Knight's Shield,btltbl.bin,2394,00 00,0,???
119,Knight's Shield,btltbl.bin,2396,01 00,1,???
119,Knight's Shield,btltbl.bin,2398,00 00,0,Buy Price
119,Knight's Shield,btltbl.bin,239A,00 00,0,Sell Price
119,Knight's Shield,btltbl.bin,239C,90 F0,61584,???
119,Knight's Shield,btltbl.bin,239E,00 00,0,???
119,Knight's Shield,btltbl.bin,23A0,A5 06 00 00,1701,Sort Order
120,Mythril Shield,btltbl.bin,23A4,96 00,150,Item Name
120,Mythril Shield,btltbl.bin,23A6,04,4,Item Icon
120,Mythril Shield,btltbl.bin,23A7,08,8,???
120,Mythril Shield,btltbl.bin,23A8,00 00,0,???
120,Mythril Shield,btltbl.bin,23AA,02 00,2,???
120,Mythril Shield,btltbl.bin,23AC,20 03,800,Buy Price
120,Mythril Shield,btltbl.bin,23AE,A0 00,160,Sell Price
120,Mythril Shield,btltbl.bin,23B0,A8 F0,61608,???
120,Mythril Shield,btltbl.bin,23B2,00 00,0,???
120,Mythril Shield,btltbl.bin,23B4,A6 06 00 00,1702,Sort Order
121,Onyx Shield,btltbl.bin,23B8,97 00,151,Item Name
121,Onyx Shield,btltbl.bin,23BA,04,4,Item Icon
121,Onyx Shield,btltbl.bin,23BB,08,8,???
121,Onyx Shield,btltbl.bin,23BC,00 00,0,???
121,Onyx Shield,btltbl.bin,23BE,03 00,3,???
121,Onyx Shield,btltbl.bin,23C0,F0 0A,2800,Buy Price
121,Onyx Shield,btltbl.bin,23C2,DC 00,220,Sell Price
121,Onyx Shield,btltbl.bin,23C4,D0 F0,61648,???
121,Onyx Shield,btltbl.bin,23C6,00 00,0,???
121,Onyx Shield,btltbl.bin,23C8,A7 06 00 00,1703,Sort Order
122,Stout Shield,btltbl.bin,23CC,98 00,152,Item Name
122,Stout Shield,btltbl.bin,23CE,04,4,Item Icon
122,Stout Shield,btltbl.bin,23CF,08,8,???
122,Stout Shield,btltbl.bin,23D0,00 00,0,???
122,Stout Shield,btltbl.bin,23D2,04 00,4,???
122,Stout Shield,btltbl.bin,23D4,C2 01,450,Buy Price
122,Stout Shield,btltbl.bin,23D6,5A 00,90,Sell Price
122,Stout Shield,btltbl.bin,23D8,00 F1,61696,???
122,Stout Shield,btltbl.bin,23DA,00 00,0,???
122,Stout Shield,btltbl.bin,23DC,AA 06 00 00,1706,Sort Order
123,Golem Shield,btltbl.bin,23E0,99 00,153,Item Name
123,Golem Shield,btltbl.bin,23E2,04,4,Item Icon
123,Golem Shield,btltbl.bin,23E3,08,8,???
123,Golem Shield,btltbl.bin,23E4,00 00,0,???
123,Golem Shield,btltbl.bin,23E6,05 00,5,???
123,Golem Shield,btltbl.bin,23E8,B0 04,1200,Buy Price
123,Golem Shield,btltbl.bin,23EA,C8 00,200,Sell Price
123,Golem Shield,btltbl.bin,23EC,30 F1,61744,???
123,Golem Shield,btltbl.bin,23EE,00 00,0,???
123,Golem Shield,btltbl.bin,23F0,AB 06 00 00,1707,Sort Order
124,Adamant Shield,btltbl.bin,23F4,9A 00,154,Item Name
124,Adamant Shield,btltbl.bin,23F6,04,4,Item Icon
124,Adamant Shield,btltbl.bin,23F7,08,8,???
124,Adamant Shield,btltbl.bin,23F8,00 00,0,???
124,Adamant Shield,btltbl.bin,23FA,06 00,6,???
124,Adamant Shield,btltbl.bin,23FC,A0 0F,4000,Buy Price
124,Adamant Shield,btltbl.bin,23FE,04 01,260,Sell Price
124,Adamant Shield,btltbl.bin,2400,68 F1,61800,???
124,Adamant Shield,btltbl.bin,2402,00 00,0,???
124,Adamant Shield,btltbl.bin,2404,AC 06 00 00,1708,Sort Order
125,Smasher,btltbl.bin,2408,9B 00,155,Item Name
125,Smasher,btltbl.bin,240A,04,4,Item Icon
125,Smasher,btltbl.bin,240B,08,8,???
125,Smasher,btltbl.bin,240C,00 00,0,???
125,Smasher,btltbl.bin,240E,07 00,7,???
125,Smasher,btltbl.bin,2410,C2 01,450,Buy Price
125,Smasher,btltbl.bin,2412,5A 00,90,Sell Price
125,Smasher,btltbl.bin,2414,A8 F1,61864,???
125,Smasher,btltbl.bin,2416,00 00,0,???
125,Smasher,btltbl.bin,2418,A8 06 00 00,1704,Sort Order
126,Gigas Fist,btltbl.bin,241C,9C 00,156,Item Name
126,Gigas Fist,btltbl.bin,241E,04,4,Item Icon
126,Gigas Fist,btltbl.bin,241F,08,8,???
126,Gigas Fist,btltbl.bin,2420,00 00,0,???
126,Gigas Fist,btltbl.bin,2422,08 00,8,???
126,Gigas Fist,btltbl.bin,2424,B0 04,1200,Buy Price
126,Gigas Fist,btltbl.bin,2426,C8 00,200,Sell Price
126,Gigas Fist,btltbl.bin,2428,D0 F1,61904,???
126,Gigas Fist,btltbl.bin,242A,00 00,0,???
126,Gigas Fist,btltbl.bin,242C,A9 06 00 00,1705,Sort Order
127,Genji Shield,btltbl.bin,2430,9D 00,157,Item Name
127,Genji Shield,btltbl.bin,2432,04,4,Item Icon
127,Genji Shield,btltbl.bin,2433,08,8,???
127,Genji Shield,btltbl.bin,2434,00 00,0,???
127,Genji Shield,btltbl.bin,2436,09 00,9,???
127,Genji Shield,btltbl.bin,2438,00 00,0,Buy Price
127,Genji Shield,btltbl.bin,243A,00 00,0,Sell Price
127,Genji Shield,btltbl.bin,243C,00 F2,61952,???
127,Genji Shield,btltbl.bin,243E,00 00,0,???
127,Genji Shield,btltbl.bin,2440,AE 06 00 00,1710,Sort Order
128,Herc's Shield,btltbl.bin,2444,9E 00,158,Item Name
128,Herc's Shield,btltbl.bin,2446,04,4,Item Icon
128,Herc's Shield,btltbl.bin,2447,08,8,???
128,Herc's Shield,btltbl.bin,2448,00 00,0,???
128,Herc's Shield,btltbl.bin,244A,0A 00,10,???
128,Herc's Shield,btltbl.bin,244C,00 00,0,Buy Price
128,Herc's Shield,btltbl.bin,244E,00 00,0,Sell Price
128,Herc's Shield,btltbl.bin,2450,18 F2,61976,???
128,Herc's Shield,btltbl.bin,2452,00 00,0,???
128,Herc's Shield,btltbl.bin,2454,AD 06 00 00,1709,Sort Order
129,Dream Shield,btltbl.bin,2458,9F 00,159,Item Name
129,Dream Shield,btltbl.bin,245A,04,4,Item Icon
129,Dream Shield,btltbl.bin,245B,08,8,???
129,Dream Shield,btltbl.bin,245C,00 00,0,???
129,Dream Shield,btltbl.bin,245E,0B 00,11,???
129,Dream Shield,btltbl.bin,2460,00 00,0,Buy Price
129,Dream Shield,btltbl.bin,2462,00 00,0,Sell Price
129,Dream Shield,btltbl.bin,2464,38 F2,62008,???
129,Dream Shield,btltbl.bin,2466,00 00,0,???
129,Dream Shield,btltbl.bin,2468,B0 06 00 00,1712,Sort Order
130,Save the King,btltbl.bin,246C,A0 00,160,Item Name
130,Save the King,btltbl.bin,246E,04,4,Item Icon
130,Save the King,btltbl.bin,246F,08,8,???
130,Save the King,btltbl.bin,2470,00 00,0,???
130,Save the King,btltbl.bin,2472,0C 00,12,???
130,Save the King,btltbl.bin,2474,00 00,0,Buy Price
130,Save the King,btltbl.bin,2476,00 00,0,Sell Price
130,Save the King,btltbl.bin,2478,68 F2,62056,???
130,Save the King,btltbl.bin,247A,00 00,0,???
130,Save the King,btltbl.bin,247C,B3 06 00 00,1715,Sort Order
131,Defender,btltbl.bin,2480,A1 00,161,Item Name
131,Defender,btltbl.bin,2482,04,4,Item Icon
131,Defender,btltbl.bin,2483,08,8,???
131,Defender,btltbl.bin,2484,00 00,0,???
131,Defender,btltbl.bin,2486,0D 00,13,???
131,Defender,btltbl.bin,2488,00 00,0,Buy Price
131,Defender,btltbl.bin,248A,E8 03,1000,Sell Price
131,Defender,btltbl.bin,248C,90 F2,62096,???
131,Defender,btltbl.bin,248E,00 00,0,???
131,Defender,btltbl.bin,2490,AF 06 00 00,1711,Sort Order
132,Mighty Shield,btltbl.bin,2494,A2 00,162,Item Name
132,Mighty Shield,btltbl.bin,2496,04,4,Item Icon
132,Mighty Shield,btltbl.bin,2497,08,8,???
132,Mighty Shield,btltbl.bin,2498,00 00,0,???
132,Mighty Shield,btltbl.bin,249A,0E 00,14,???
132,Mighty Shield,btltbl.bin,249C,00 00,0,Buy Price
