World,Location,Action,Item,Number,File,Use Corrected File?,Index,Offset
Deep Jungle,Tree House,Rescue Gorillas,Shell-G,1,/remastered/tz01.ard/UK_tz01_ard3.evdl,Y,1,4495
Deep Jungle,Tree House,Rescue Gorillas,Shell-G,1,/remastered/tz01.ard/UK_tz01_ard3.evdl,Y,2,44A1
Deep Jungle,Tree House,Rescue Gorillas,Shell-G,1,/remastered/tz01.ard/UK_tz01_ard3.evdl,Y,3,44AD
Deep Jungle,Cliff,Defeat Clayton,Cure,1,/remastered/tz12.ard/UK_tz12_ard1.evdl,Y,1,8039
Deep Jungle,Cliff,Defeat Clayton,Cure,1,/remastered/tz12.ard/UK_tz12_ard1.evdl,Y,2,8045
Deep Jungle,Cliff,Defeat Clayton,Cure,1,/remastered/tz12.ard/UK_tz12_ard1.evdl,Y,3,8051
Deep Jungle,Cliff,Defeat Clayton,Cure,1,/remastered/tz12.ard/UK_tz12_ard1.evdl,Y,4,8AF1
Deep Jungle,Cliff,Defeat Clayton,Cure,1,/remastered/tz12.ard/UK_tz12_ard1.evdl,Y,5,8AFD
Deep Jungle,Cliff,Defeat Clayton,Cure,1,/remastered/tz12.ard/UK_tz12_ard1.evdl,Y,6,8B09
Deep Jungle,Cavern of Hearts,Seal Keyhole,Navi-G Piece,1,/remastered/tz11.ard/UK_tz11_ard0.evdl,N,1,79F5
Deep Jungle,Cavern of Hearts,Seal Keyhole,Navi-G Piece,1,/remastered/tz11.ard/UK_tz11_ard0.evdl,N,2,7A01
Deep Jungle,Cavern of Hearts,Seal Keyhole,Navi-G Piece,1,/remastered/tz11.ard/UK_tz11_ard0.evdl,N,3,7A0D
Deep Jungle,Tent,Seal Keyhole,Red Trinity,1,/remastered/tz15.ard/UK_tz15_ard0.evdl,Y,1,B531
Deep Jungle,Tent,Seal Keyhole,Red Trinity,1,/remastered/tz15.ard/UK_tz15_ard0.evdl,Y,2,B53D
Deep Jungle,Tent,Seal Keyhole,Red Trinity,1,/remastered/tz15.ard/UK_tz15_ard0.evdl,Y,3,B549
Deep Jungle,Tent,Reunite with Donald and Goofy,Protect-G,1,/remastered/tz15.ard/UK_tz15_ard0.evdl,Y,1,A701
Deep Jungle,Tent,Reunite with Donald and Goofy,Protect-G,1,/remastered/tz15.ard/UK_tz15_ard0.evdl,Y,2,A70D
Deep Jungle,Tent,Reunite with Donald and Goofy,Protect-G,1,/remastered/tz15.ard/UK_tz15_ard0.evdl,Y,3,A719
Olympus Coliseum,Coliseum Gates,Green Trinity,Mythril,1,he01.ard,N,1,1C4B47
Olympus Coliseum,Coliseum Gates,Green Trinity,Mythril,1,he01.ard,N,2,1C4B53
Olympus Coliseum,Coliseum Gates,Green Trinity,Mythril,1,he01.ard,N,3,1C4B5F
Olympus Coliseum,Coliseum Gates,Green Trinity,Mythril,1,he01.ard,N,4,1D83FF
Olympus Coliseum,Coliseum Gates,Green Trinity,Mythril,1,he01.ard,N,5,1D840B
Olympus Coliseum,Coliseum Gates,Green Trinity,Mythril,1,he01.ard,N,6,1D8417
Olympus Coliseum,Coliseum Gates,Green Trinity,Mythril,1,he01.ard,N,7,1EB9A7
Olympus Coliseum,Coliseum Gates,Green Trinity,Mythril,1,he01.ard,N,8,1EB9B3
Olympus Coliseum,Coliseum Gates,Green Trinity,Mythril,1,he01.ard,N,9,1EB9BF
Olympus Coliseum,Coliseum Gates,Green Trinity,Mythril,1,he01.ard,N,10,1FBF7F
Olympus Coliseum,Coliseum Gates,Green Trinity,Mythril,1,he01.ard,N,11,1FBF8B
Olympus Coliseum,Coliseum Gates,Green Trinity,Mythril,1,he01.ard,N,12,1FBF97
Olympus Coliseum,Coliseum Gates,Green Trinity,Mythril,1,he01.ard,N,13,217E93
Olympus Coliseum,Coliseum Gates,Green Trinity,Mythril,1,he01.ard,N,14,217E9F
Olympus Coliseum,Coliseum Gates,Green Trinity,Mythril,1,he01.ard,N,15,217EAB
Olympus Coliseum,Coliseum Gates,Green Trinity,Mythril,1,he01.ard,N,16,2380AB
Olympus Coliseum,Coliseum Gates,Green Trinity,Mythril,1,he01.ard,N,17,2380B7
Olympus Coliseum,Coliseum Gates,Green Trinity,Mythril,1,he01.ard,N,18,2380C3
Olympus Coliseum,Lobby,Complete Phil's Training,Thunder,1,/remastered/he02.ard/UK_he02c.ev,Y,1,57B5
Olympus Coliseum,Lobby,Complete Phil's Training,Thunder,1,/remastered/he02.ard/UK_he02c.ev,Y,2,57C1
Olympus Coliseum,Lobby,Complete Phil's Training,Thunder,1,/remastered/he02.ard/UK_he02c.ev,Y,3,57CD
Olympus Coliseum,Coliseum Gates,Complete Phil's Training,Entry Pass,1,/remastered/he01.ard/UK_he01_ard1.evdl,N,1,CB0E
Olympus Coliseum,Coliseum Gates,Complete Phil's Training,Entry Pass,1,/remastered/he01.ard/UK_he01_ard1.evdl,N,2,CB1A
Olympus Coliseum,Lobby,Defeat Cerberus,Hero's License,1,/remastered/he02.ard/UK_he02d.ev,N,1,E93A
Olympus Coliseum,Lobby,Defeat Cerberus,Hero's License,1,/remastered/he02.ard/UK_he02d.ev,N,2,E946
Olympus Coliseum,Phil Cup,Complete Phil Cup Together,Gravity,1,/remastered/he03.ard/UK_he03_ard5.evdl,Y,1,6652
Olympus Coliseum,Phil Cup,Complete Phil Cup Together,Gravity,1,/remastered/he03.ard/UK_he03_ard5.evdl,Y,2,665E
Olympus Coliseum,Phil Cup,Complete Phil Cup Together,Gravity,1,/remastered/he03.ard/UK_he03_ard5.evdl,Y,3,666A
Olympus Coliseum,Hades Cup,Defeat Behemoth,Blizzard,1,/remastered/he06.ard/UK_he06_ardb.evdl,Y,1,AB65
Olympus Coliseum,Hades Cup,Defeat Behemoth,Blizzard,1,/remastered/he06.ard/UK_he06_ardb.evdl,Y,2,AB71
Olympus Coliseum,Hades Cup,Defeat Behemoth,Blizzard,1,/remastered/he06.ard/UK_he06_ardb.evdl,Y,3,AB7D
Olympus Coliseum,Hades Cup,Defeat Cerberus,Thunder,1,/remastered/he03.ard/UK_he03_ardb.evdl,Y,1,AAD5
Olympus Coliseum,Hades Cup,Defeat Cerberus,Thunder,1,/remastered/he03.ard/UK_he03_ardb.evdl,Y,2,AAE1
Olympus Coliseum,Hades Cup,Defeat Cerberus,Thunder,1,/remastered/he03.ard/UK_he03_ardb.evdl,Y,3,AAED
Olympus Coliseum,Hades Cup,Defeat Hades,Gravity,1,/remastered/he07.ard/UK_he07_ard4.evdl,Y,1,212AF
Olympus Coliseum,Hades Cup,Defeat Hades,Gravity,1,/remastered/he07.ard/UK_he07_ard4.evdl,Y,2,212BB
Olympus Coliseum,Hades Cup,Defeat Hades,Gravity,1,/remastered/he07.ard/UK_he07_ard4.evdl,Y,3,212C7
Olympus Coliseum,Hades Cup,Defeat Hades,Ansem's Report 8,1,/remastered/he07.ard/UK_he07_ard4.evdl,Y,1,21503
Olympus Coliseum,Hades Cup,Defeat Hades,Ansem's Report 8,1,/remastered/he07.ard/UK_he07_ard4.evdl,Y,2,2150F
Olympus Coliseum,Hades Cup,Defeat Hades,Ansem's Report 8,1,/remastered/he07.ard/UK_he07_ard4.evdl,Y,3,2151B
Olympus Coliseum,Coliseum Gates,Examine Jar,Orichalcum,1,he01.ard,N,1,1BEF95
Olympus Coliseum,Coliseum Gates,Examine Jar,Orichalcum,1,he01.ard,N,2,1BEFA1
Olympus Coliseum,Coliseum Gates,Examine Jar,Orichalcum,1,he01.ard,N,3,1BEFAD
Olympus Coliseum,Coliseum Gates,Examine Jar,Orichalcum,1,he01.ard,N,4,1D1CC1
Olympus Coliseum,Coliseum Gates,Examine Jar,Orichalcum,1,he01.ard,N,5,1D1CCD
Olympus Coliseum,Coliseum Gates,Examine Jar,Orichalcum,1,he01.ard,N,6,1D1CD9
Olympus Coliseum,Coliseum Gates,Examine Jar,Orichalcum,1,he01.ard,N,7,1E4879
Olympus Coliseum,Coliseum Gates,Examine Jar,Orichalcum,1,he01.ard,N,8,1E4885
Olympus Coliseum,Coliseum Gates,Examine Jar,Orichalcum,1,he01.ard,N,9,1E4891
Olympus Coliseum,Coliseum Gates,Examine Jar,Orichalcum,1,he01.ard,N,10,1F6C19
Olympus Coliseum,Coliseum Gates,Examine Jar,Orichalcum,1,he01.ard,N,11,1F6C25
Olympus Coliseum,Coliseum Gates,Examine Jar,Orichalcum,1,he01.ard,N,12,1F6C31
Olympus Coliseum,Coliseum Gates,Examine Jar,Orichalcum,1,he01.ard,N,13,212B2D
Olympus Coliseum,Coliseum Gates,Examine Jar,Orichalcum,1,he01.ard,N,14,212B39
Olympus Coliseum,Coliseum Gates,Examine Jar,Orichalcum,1,he01.ard,N,15,212B45
Olympus Coliseum,Coliseum Gates,Examine Jar,Orichalcum,1,he01.ard,N,16,232D45
Olympus Coliseum,Coliseum Gates,Examine Jar,Orichalcum,1,he01.ard,N,17,232D51
Olympus Coliseum,Coliseum Gates,Examine Jar,Orichalcum,1,he01.ard,N,18,232D5D
Olympus Coliseum,Platinum Match,Defeat Sephiroth,Ansem's Report 12,1,he07.ard,Y,1,90FEB
Olympus Coliseum,Platinum Match,Defeat Sephiroth,Ansem's Report 12,1,he07.ard,Y,1,90FF7
Olympus Coliseum,Platinum Match,Defeat Sephiroth,Ansem's Report 12,1,he07.ard,Y,1,91003
Atlantica,Undersea Valley,Clam,Elixir,1,/remastered/lm01.ard/UK_lm01_ardd.evdl,N,1,5A9D
Atlantica,Undersea Valley,Clam,Elixir,1,/remastered/lm01.ard/UK_lm01_ardd.evdl,N,2,5AA5
Atlantica,Undersea Valley,Clam,Elixir,1,/remastered/lm01.ard/UK_lm01_ard10.evdl,N,1,7515
Atlantica,Undersea Valley,Clam,Elixir,1,/remastered/lm01.ard/UK_lm01_ard10.evdl,N,2,751D
Atlantica,Undersea Valley,Clam,Elixir,1,/remastered/lm01.ard/UK_lm01_ard11.evdl,N,1,74B1
Atlantica,Undersea Valley,Clam,Elixir,1,/remastered/lm01.ard/UK_lm01_ard11.evdl,N,2,74B9
Atlantica,Undersea Valley,Clam,Elixir,1,/remastered/lm01.ard/UK_lm01_ard12.evdl,N,1,5751
Atlantica,Undersea Valley,Clam,Elixir,1,/remastered/lm01.ard/UK_lm01_ard12.evdl,N,2,5759
Atlantica,Undersea Valley,Clam,Elixir,1,/remastered/lm01.ard/UK_lm01_ardc.evdl,N,1,7549
Atlantica,Undersea Valley,Clam,Elixir,1,/remastered/lm01.ard/UK_lm01_ardc.evdl,N,2,7551
Atlantica,Undersea Valley,Clam,Elixir,1,/remastered/lm01.ard/UK_lm01_arde.evdl,N,1,74B1
Atlantica,Undersea Valley,Clam,Elixir,1,/remastered/lm01.ard/UK_lm01_arde.evdl,N,2,74B9
Atlantica,Undersea Valley,Clam,Elixir,1,/remastered/lm01.ard/UK_lm01_ardf.evdl,N,1,74B1
Atlantica,Undersea Valley,Clam,Elixir,1,/remastered/lm01.ard/UK_lm01_ardf.evdl,N,2,74B9
Atlantica,Undersea Valley,Fire Clam,Mythril Shard,1,/remastered/lm01.ard/UK_lm01_ardd.evdl,N,1,7981
Atlantica,Undersea Valley,Fire Clam,Mythril Shard,1,/remastered/lm01.ard/UK_lm01_ardd.evdl,N,2,7989
Atlantica,Undersea Valley,Fire Clam,Mythril Shard,1,/remastered/lm01.ard/UK_lm01_ard10.evdl,N,1,93F9
Atlantica,Undersea Valley,Fire Clam,Mythril Shard,1,/remastered/lm01.ard/UK_lm01_ard10.evdl,N,2,9401
Atlantica,Undersea Valley,Fire Clam,Mythril Shard,1,/remastered/lm01.ard/UK_lm01_ard11.evdl,N,1,9395
Atlantica,Undersea Valley,Fire Clam,Mythril Shard,1,/remastered/lm01.ard/UK_lm01_ard11.evdl,N,2,939D
Atlantica,Undersea Valley,Fire Clam,Mythril Shard,1,/remastered/lm01.ard/UK_lm01_ard12.evdl,N,1,7635
Atlantica,Undersea Valley,Fire Clam,Mythril Shard,1,/remastered/lm01.ard/UK_lm01_ard12.evdl,N,2,763D
Atlantica,Undersea Valley,Fire Clam,Mythril Shard,1,/remastered/lm01.ard/UK_lm01_ardc.evdl,N,1,942D
Atlantica,Undersea Valley,Fire Clam,Mythril Shard,1,/remastered/lm01.ard/UK_lm01_ardc.evdl,N,2,9435
Atlantica,Undersea Valley,Fire Clam,Mythril Shard,1,/remastered/lm01.ard/UK_lm01_arde.evdl,N,1,9395
Atlantica,Undersea Valley,Fire Clam,Mythril Shard,1,/remastered/lm01.ard/UK_lm01_arde.evdl,N,2,939D
Atlantica,Undersea Valley,Fire Clam,Mythril Shard,1,/remastered/lm01.ard/UK_lm01_ardf.evdl,N,1,9395
Atlantica,Undersea Valley,Fire Clam,Mythril Shard,1,/remastered/lm01.ard/UK_lm01_ardf.evdl,N,2,939D
Atlantica,Undersea Valley,Clam,Mega-Ether,1,/remastered/lm01.ard/UK_lm01_ardd.evdl,N,1,7131
Atlantica,Undersea Valley,Clam,Mega-Ether,1,/remastered/lm01.ard/UK_lm01_ardd.evdl,N,2,7139
Atlantica,Undersea Valley,Clam,Mega-Ether,1,/remastered/lm01.ard/UK_lm01_ard10.evdl,N,1,8BA9
Atlantica,Undersea Valley,Clam,Mega-Ether,1,/remastered/lm01.ard/UK_lm01_ard10.evdl,N,2,8BB1
Atlantica,Undersea Valley,Clam,Mega-Ether,1,/remastered/lm01.ard/UK_lm01_ard11.evdl,N,1,8B45
Atlantica,Undersea Valley,Clam,Mega-Ether,1,/remastered/lm01.ard/UK_lm01_ard11.evdl,N,2,8B4D
Atlantica,Undersea Valley,Clam,Mega-Ether,1,/remastered/lm01.ard/UK_lm01_ard12.evdl,N,1,6DE5
Atlantica,Undersea Valley,Clam,Mega-Ether,1,/remastered/lm01.ard/UK_lm01_ard12.evdl,N,2,6DED
Atlantica,Undersea Valley,Clam,Mega-Ether,1,/remastered/lm01.ard/UK_lm01_ardc.evdl,N,1,8BDD
Atlantica,Undersea Valley,Clam,Mega-Ether,1,/remastered/lm01.ard/UK_lm01_ardc.evdl,N,2,8BE5
Atlantica,Undersea Valley,Clam,Mega-Ether,1,/remastered/lm01.ard/UK_lm01_arde.evdl,N,1,8B45
Atlantica,Undersea Valley,Clam,Mega-Ether,1,/remastered/lm01.ard/UK_lm01_arde.evdl,N,2,8B4D
Atlantica,Undersea Valley,Clam,Mega-Ether,1,/remastered/lm01.ard/UK_lm01_ardf.evdl,N,1,8B45
Atlantica,Undersea Valley,Clam,Mega-Ether,1,/remastered/lm01.ard/UK_lm01_ardf.evdl,N,2,8B4D
Atlantica,Undersea Valley,Clam,Mega-Potion,1,/remastered/lm01.ard/UK_lm01_ardd.evdl,N,1,530D
Atlantica,Undersea Valley,Clam,Mega-Potion,1,/remastered/lm01.ard/UK_lm01_ardd.evdl,N,2,5315
Atlantica,Undersea Valley,Clam,Mega-Potion,1,/remastered/lm01.ard/UK_lm01_ard10.evdl,N,1,6D85
Atlantica,Undersea Valley,Clam,Mega-Potion,1,/remastered/lm01.ard/UK_lm01_ard10.evdl,N,2,6D8D
Atlantica,Undersea Valley,Clam,Mega-Potion,1,/remastered/lm01.ard/UK_lm01_ard11.evdl,N,1,6D21
Atlantica,Undersea Valley,Clam,Mega-Potion,1,/remastered/lm01.ard/UK_lm01_ard11.evdl,N,2,6D29
Atlantica,Undersea Valley,Clam,Mega-Potion,1,/remastered/lm01.ard/UK_lm01_ard12.evdl,N,1,4FC1
Atlantica,Undersea Valley,Clam,Mega-Potion,1,/remastered/lm01.ard/UK_lm01_ard12.evdl,N,2,4FC9
Atlantica,Undersea Valley,Clam,Mega-Potion,1,/remastered/lm01.ard/UK_lm01_ardc.evdl,N,1,6DB9
Atlantica,Undersea Valley,Clam,Mega-Potion,1,/remastered/lm01.ard/UK_lm01_ardc.evdl,N,2,6DC1
Atlantica,Undersea Valley,Clam,Mega-Potion,1,/remastered/lm01.ard/UK_lm01_arde.evdl,N,1,6D21
Atlantica,Undersea Valley,Clam,Mega-Potion,1,/remastered/lm01.ard/UK_lm01_arde.evdl,N,2,6D29
Atlantica,Undersea Valley,Clam,Mega-Potion,1,/remastered/lm01.ard/UK_lm01_ardf.evdl,N,1,6D21
Atlantica,Undersea Valley,Clam,Mega-Potion,1,/remastered/lm01.ard/UK_lm01_ardf.evdl,N,2,6D29
Atlantica,Undersea Valley,Clam,Mythril,1,/remastered/lm01.ard/UK_lm01_ardd.evdl,N,1,69BD
Atlantica,Undersea Valley,Clam,Mythril,1,/remastered/lm01.ard/UK_lm01_ardd.evdl,N,2,69C5
Atlantica,Undersea Valley,Clam,Mythril,1,/remastered/lm01.ard/UK_lm01_ard10.evdl,N,1,8435
Atlantica,Undersea Valley,Clam,Mythril,1,/remastered/lm01.ard/UK_lm01_ard10.evdl,N,2,843D
Atlantica,Undersea Valley,Clam,Mythril,1,/remastered/lm01.ard/UK_lm01_ard11.evdl,N,1,83D1
Atlantica,Undersea Valley,Clam,Mythril,1,/remastered/lm01.ard/UK_lm01_ard11.evdl,N,2,83D9
Atlantica,Undersea Valley,Clam,Mythril,1,/remastered/lm01.ard/UK_lm01_ard12.evdl,N,1,6671
Atlantica,Undersea Valley,Clam,Mythril,1,/remastered/lm01.ard/UK_lm01_ard12.evdl,N,2,6679
Atlantica,Undersea Valley,Clam,Mythril,1,/remastered/lm01.ard/UK_lm01_ardc.evdl,N,1,8469
Atlantica,Undersea Valley,Clam,Mythril,1,/remastered/lm01.ard/UK_lm01_ardc.evdl,N,2,8471
Atlantica,Undersea Valley,Clam,Mythril,1,/remastered/lm01.ard/UK_lm01_arde.evdl,N,1,83D1
Atlantica,Undersea Valley,Clam,Mythril,1,/remastered/lm01.ard/UK_lm01_arde.evdl,N,2,83D9
Atlantica,Undersea Valley,Clam,Mythril,1,/remastered/lm01.ard/UK_lm01_ardf.evdl,N,1,83D1
Atlantica,Undersea Valley,Clam,Mythril,1,/remastered/lm01.ard/UK_lm01_ardf.evdl,N,2,83D9
Atlantica,Undersea Valley,Clam,Cottage,1,/remastered/lm01.ard/UK_lm01_ardd.evdl,N,1,622D
Atlantica,Undersea Valley,Clam,Cottage,1,/remastered/lm01.ard/UK_lm01_ardd.evdl,N,2,6235
Atlantica,Undersea Valley,Clam,Cottage,1,/remastered/lm01.ard/UK_lm01_ard10.evdl,N,1,7CA5
Atlantica,Undersea Valley,Clam,Cottage,1,/remastered/lm01.ard/UK_lm01_ard10.evdl,N,2,7CAD
Atlantica,Undersea Valley,Clam,Cottage,1,/remastered/lm01.ard/UK_lm01_ard11.evdl,N,1,7C41
Atlantica,Undersea Valley,Clam,Cottage,1,/remastered/lm01.ard/UK_lm01_ard11.evdl,N,2,7C49
Atlantica,Undersea Valley,Clam,Cottage,1,/remastered/lm01.ard/UK_lm01_ard12.evdl,N,1,5EE1
Atlantica,Undersea Valley,Clam,Cottage,1,/remastered/lm01.ard/UK_lm01_ard12.evdl,N,2,5EE9
Atlantica,Undersea Valley,Clam,Cottage,1,/remastered/lm01.ard/UK_lm01_ardc.evdl,N,1,7CD9
Atlantica,Undersea Valley,Clam,Cottage,1,/remastered/lm01.ard/UK_lm01_ardc.evdl,N,2,7CE1
Atlantica,Undersea Valley,Clam,Cottage,1,/remastered/lm01.ard/UK_lm01_arde.evdl,N,1,7C41
Atlantica,Undersea Valley,Clam,Cottage,1,/remastered/lm01.ard/UK_lm01_arde.evdl,N,2,7C49
Atlantica,Undersea Valley,Clam,Cottage,1,/remastered/lm01.ard/UK_lm01_ardf.evdl,N,1,7C41
Atlantica,Undersea Valley,Clam,Cottage,1,/remastered/lm01.ard/UK_lm01_ardf.evdl,N,2,7C49
Atlantica,Undersea Cave,Clam,Cottage,1,/remastered/lm05.ard/UK_lm05_ardc.evdl,N,1,4B89
Atlantica,Undersea Cave,Clam,Cottage,1,/remastered/lm05.ard/UK_lm05_ardc.evdl,N,2,4B91
Atlantica,Undersea Cave,Clam,Cottage,1,/remastered/lm05.ard/UK_lm05_ardd.evdl,N,1,4AF1
Atlantica,Undersea Cave,Clam,Cottage,1,/remastered/lm05.ard/UK_lm05_ardd.evdl,N,2,4AF9
Atlantica,Undersea Cave,Clam,Cottage,1,/remastered/lm05.ard/UK_lm05_ard11.evdl,N,1,4AF1
Atlantica,Undersea Cave,Clam,Cottage,1,/remastered/lm05.ard/UK_lm05_ard11.evdl,N,2,4AF9
Atlantica,Undersea Cave,Clam,Cottage,1,/remastered/lm05.ard/UK_lm05_ard19.evdl,N,1,4BBD
Atlantica,Undersea Cave,Clam,Cottage,1,/remastered/lm05.ard/UK_lm05_ard19.evdl,N,2,4BC5
Atlantica,Undersea Cave,Clam,Cottage,1,/remastered/lm05.ard/UK_lm05_arde.evdl,N,1,4AF1
Atlantica,Undersea Cave,Clam,Cottage,1,/remastered/lm05.ard/UK_lm05_arde.evdl,N,2,4AF9
Atlantica,Undersea Cave,Clam,Cottage,1,/remastered/lm05.ard/UK_lm05_ardf.evdl,N,1,4AF1
Atlantica,Undersea Cave,Clam,Cottage,1,/remastered/lm05.ard/UK_lm05_ardf.evdl,N,2,4AF9
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ard10.evdl,N,1,5A05
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ard10.evdl,N,2,5A0D
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ard11.evdl,N,1,5965
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ard11.evdl,N,2,596D
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ard12.evdl,N,1,59A1
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ard12.evdl,N,2,59A9
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ard17.evdl,N,1,5965
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ard17.evdl,N,2,596D
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ard19.evdl,N,1,71B1
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ard19.evdl,N,2,71B9
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ardc.evdl,N,1,717D
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ardc.evdl,N,2,7185
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ardd.evdl,N,1,5965
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ardd.evdl,N,2,596D
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_arde.evdl,N,1,7A7D
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_arde.evdl,N,2,7A85
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ardf.evdl,N,1,5965
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ardf.evdl,N,2,596D
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ard10.evdl,N,1,5195
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ard10.evdl,N,2,519D
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ard11.evdl,N,1,50F5
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ard11.evdl,N,2,50FD
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ard12.evdl,N,1,5131
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ard12.evdl,N,2,5139
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ard17.evdl,N,1,50F5
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ard17.evdl,N,2,50FD
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ard19.evdl,N,1,6941
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ard19.evdl,N,2,6949
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ardc.evdl,N,1,690D
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ardc.evdl,N,2,6915
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ardd.evdl,N,1,50F5
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ardd.evdl,N,2,50FD
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_arde.evdl,N,1,720D
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_arde.evdl,N,2,7215
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ardf.evdl,N,1,50F5
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ardf.evdl,N,2,50FD
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard10.evdl,N,1,6371
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard10.evdl,N,2,63B5
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard10.evdl,N,3,63C9
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard11.evdl,N,1,62D1
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard11.evdl,N,2,6315
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard11.evdl,N,3,6329
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard12.evdl,N,1,630D
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard12.evdl,N,2,6351
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard12.evdl,N,3,6365
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard17.evdl,N,1,62D1
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard17.evdl,N,2,6315
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard17.evdl,N,3,6329
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard19.evdl,N,1,7B1D
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard19.evdl,N,2,7B61
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard19.evdl,N,3,7B75
