Enemy,Segment,File,Offset,Value (Hex),Value (Type),Value,Notes
Pot Spider (Light Red),Drop Table,xa_ex_2170.mdls,36D9C,00 00 00 00,Int,0,Large HP
Pot Spider (Light Red),Drop Table,xa_ex_2170.mdls,36DA0,00 00 00 00,Int,0,Small MP
Pot Spider (Light Red),Drop Table,xa_ex_2170.mdls,36DA4,00 00 00 00,Int,0,Large MP
Pot Spider (Light Red),Drop Table,xa_ex_2170.mdls,36DA8,0A D7 23 3C,Float,0.01,Chance Drop 1
Pot Spider (Light Red),Drop Table,xa_ex_2170.mdls,36DAC,8E 00 00 00,Int,142,Drop 1
Pot Spider (Light Red),Drop Table,xa_ex_2170.mdls,36DB0,0A D7 A3 3B,Float,0.005,Chance Drop 2
Pot Spider (Light Red),Drop Table,xa_ex_2170.mdls,36DB4,8F 00 00 00,Int,143,Drop 2
Pot Spider (Light Red),Drop Table,xa_ex_2170.mdls,36DB8,0A D7 23 3C,Float,0.01,Chance Drop 3
Pot Spider (Light Red),Drop Table,xa_ex_2170.mdls,36DBC,FD 00 00 00,Int,253,Drop 3
Pot Spider (Dark Red),Header,xa_ex_2172.mdls,36684,65 78 5F 32 31 37 30 2E 62 64,String,ex_2170.bd,Start of stats header
Pot Spider (Dark Red),Stat Page Pre Riku Ansem,xa_ex_2172.mdls,36694,15 00 00 00,Int,21,HP
Pot Spider (Dark Red),Stat Page Pre Riku Ansem,xa_ex_2172.mdls,366B3,02 00 00 00,Int,2,EXP
Pot Spider (Dark Red),Stat Page Post Riku Ansem,xa_ex_2172.mdls,36700,3C 00 00 00,Int,60,HP
Pot Spider (Dark Red),Stat Page Post Riku Ansem,xa_ex_2172.mdls,3671C,1E 00 00 00,Int,30,EXP
Pot Spider (Dark Red),Drop Table,xa_ex_2172.mdls,36D8C,08 00 00 00,Int,8,Small Munny
Pot Spider (Dark Red),Drop Table,xa_ex_2172.mdls,36D90,00 00 00 00,Int,0,Medium Munny
Pot Spider (Dark Red),Drop Table,xa_ex_2172.mdls,36D94,00 00 00 00,Int,0,Large Munny
Pot Spider (Dark Red),Drop Table,xa_ex_2172.mdls,36D98,00 00 00 00,Int,0,Small HP
Pot Spider (Dark Red),Drop Table,xa_ex_2172.mdls,36D9C,00 00 00 00,Int,0,Large HP
Pot Spider (Dark Red),Drop Table,xa_ex_2172.mdls,36DA0,00 00 00 00,Int,0,Small MP
Pot Spider (Dark Red),Drop Table,xa_ex_2172.mdls,36DA4,00 00 00 00,Int,0,Large MP
Pot Spider (Dark Red),Drop Table,xa_ex_2172.mdls,36DA8,0A D7 23 3C,Float,0.01,Chance Drop 1
Pot Spider (Dark Red),Drop Table,xa_ex_2172.mdls,36DAC,8E 00 00 00,Int,142,Drop 1
Pot Spider (Dark Red),Drop Table,xa_ex_2172.mdls,36DB0,0A D7 A3 3B,Float,0.005,Chance Drop 2
Pot Spider (Dark Red),Drop Table,xa_ex_2172.mdls,36DB4,8F 00 00 00,Int,143,Drop 2
Pot Spider (Dark Red),Drop Table,xa_ex_2172.mdls,36DB8,0A D7 23 3C,Float,0.01,Chance Drop 3
Pot Spider (Dark Red),Drop Table,xa_ex_2172.mdls,36DBC,FD 00 00 00,Int,253,Drop 3
Barrel Spider (Light Brown),Header,xa_ex_2180.mdls,30284,65 78 5F 32 31 38 30 2E 62 64,String,ex_2180.bd,Start of stats header
Barrel Spider (Light Brown),Stat Page Pre Riku Ansem,xa_ex_2180.mdls,30294,18 00 00 00,Int,24,HP
Barrel Spider (Light Brown),Stat Page Pre Riku Ansem,xa_ex_2180.mdls,302B0,03 00 00 00,Int,3,EXP
Barrel Spider (Light Brown),Stat Page Post Riku Ansem,xa_ex_2180.mdls,30300,3C 00 00 00,Int,60,HP
Barrel Spider (Light Brown),Stat Page Post Riku Ansem,xa_ex_2180.mdls,3031C,1E 00 00 00,Int,30,EXP
Barrel Spider (Light Brown),Drop Table,xa_ex_2180.mdls,306EC,03 00 00 00,Int,3,Small Munny
Barrel Spider (Light Brown),Drop Table,xa_ex_2180.mdls,306F0,04 00 00 00,Int,4,Medium Munny
Barrel Spider (Light Brown),Drop Table,xa_ex_2180.mdls,306F4,00 00 00 00,Int,0,Large Munny
Barrel Spider (Light Brown),Drop Table,xa_ex_2180.mdls,306F8,00 00 00 00,Int,0,Small HP
Barrel Spider (Light Brown),Drop Table,xa_ex_2180.mdls,306FC,00 00 00 00,Int,0,Large HP
Barrel Spider (Light Brown),Drop Table,xa_ex_2180.mdls,30700,00 00 00 00,Int,0,Small MP
Barrel Spider (Light Brown),Drop Table,xa_ex_2180.mdls,30704,00 00 00 00,Int,0,Large MP
Barrel Spider (Light Brown),Drop Table,xa_ex_2180.mdls,30708,0A D7 23 3C,Float,0.01,Chance Drop 1
Barrel Spider (Light Brown),Drop Table,xa_ex_2180.mdls,3070C,8F 00 00 00,Int,143,Drop 1
Barrel Spider (Light Brown),Drop Table,xa_ex_2180.mdls,30710,0A D7 A3 3B,Float,0.005,Chance Drop 2
Barrel Spider (Light Brown),Drop Table,xa_ex_2180.mdls,30714,90 00 00 00,Int,144,Drop 2
Barrel Spider (Light Brown),Drop Table,xa_ex_2180.mdls,30718,0A D7 23 3C,Float,0.01,Chance Drop 3
Barrel Spider (Light Brown),Drop Table,xa_ex_2180.mdls,3071C,FD 00 00 00,Int,253,Drop 3
Barrel Spider (Dark Brown),Header,xa_ex_2182.mdls,30284,65 78 5F 32 31 38 30 2E 62 64,String,ex_2180.bd,Start of stats header
Barrel Spider (Dark Brown),Stat Page Pre Riku Ansem,xa_ex_2182.mdls,30294,18 00 00 00,Int,24,HP
Barrel Spider (Dark Brown),Stat Page Pre Riku Ansem,xa_ex_2182.mdls,302B0,03 00 00 00,Int,3,EXP
Barrel Spider (Dark Brown),Stat Page Post Riku Ansem,xa_ex_2182.mdls,30300,3C 00 00 00,Int,60,HP
Barrel Spider (Dark Brown),Stat Page Post Riku Ansem,xa_ex_2182.mdls,3031C,1E 00 00 00,Int,30,EXP
Barrel Spider (Dark Brown),Drop Table,xa_ex_2182.mdls,306EC,03 00 00 00,Int,3,Small Munny
Barrel Spider (Dark Brown),Drop Table,xa_ex_2182.mdls,306F0,04 00 00 00,Int,4,Medium Munny
Barrel Spider (Dark Brown),Drop Table,xa_ex_2182.mdls,306F4,00 00 00 00,Int,0,Large Munny
Barrel Spider (Dark Brown),Drop Table,xa_ex_2182.mdls,306F8,00 00 00 00,Int,0,Small HP
Barrel Spider (Dark Brown),Drop Table,xa_ex_2182.mdls,306FC,00 00 00 00,Int,0,Large HP
Barrel Spider (Dark Brown),Drop Table,xa_ex_2182.mdls,30700,00 00 00 00,Int,0,Small MP
Barrel Spider (Dark Brown),Drop Table,xa_ex_2182.mdls,30704,00 00 00 00,Int,0,Large MP
Barrel Spider (Dark Brown),Drop Table,xa_ex_2182.mdls,30708,0A D7 23 3C,Float,0.01,Chance Drop 1
Barrel Spider (Dark Brown),Drop Table,xa_ex_2182.mdls,3070C,8F 00 00 00,Int,143,Drop 1
Barrel Spider (Dark Brown),Drop Table,xa_ex_2182.mdls,30710,0A D7 A3 3B,Float,0.005,Chance Drop 2
Barrel Spider (Dark Brown),Drop Table,xa_ex_2182.mdls,30714,90 00 00 00,Int,144,Drop 2
Barrel Spider (Dark Brown),Drop Table,xa_ex_2182.mdls,30718,0A D7 23 3C,Float,0.01,Chance Drop 3
Barrel Spider (Dark Brown),Drop Table,xa_ex_2182.mdls,3071C,FD 00 00 00,Int,253,Drop 3
Barrel Spider (Darker Brown),Header,xa_ex_2184.mdls,30284,65 78 5F 32 31 38 30 2E 62 64,String,ex_2180.bd,Start of stats header
Barrel Spider (Darker Brown),Stat Page Pre Riku Ansem,xa_ex_2184.mdls,30294,18 00 00 00,Int,24,HP
Barrel Spider (Darker Brown),Stat Page Pre Riku Ansem,xa_ex_2184.mdls,302B0,03 00 00 00,Int,3,EXP
Barrel Spider (Darker Brown),Stat Page Post Riku Ansem,xa_ex_2184.mdls,30300,3C 00 00 00,Int,60,HP
Barrel Spider (Darker Brown),Stat Page Post Riku Ansem,xa_ex_2184.mdls,3031C,1E 00 00 00,Int,30,EXP
Barrel Spider (Darker Brown),Drop Table,xa_ex_2184.mdls,306EC,03 00 00 00,Int,3,Small Munny
Barrel Spider (Darker Brown),Drop Table,xa_ex_2184.mdls,306F0,04 00 00 00,Int,4,Medium Munny
Barrel Spider (Darker Brown),Drop Table,xa_ex_2184.mdls,306F4,00 00 00 00,Int,0,Large Munny
Barrel Spider (Darker Brown),Drop Table,xa_ex_2184.mdls,306F8,00 00 00 00,Int,0,Small HP
Barrel Spider (Darker Brown),Drop Table,xa_ex_2184.mdls,306FC,00 00 00 00,Int,0,Large HP
Barrel Spider (Darker Brown),Drop Table,xa_ex_2184.mdls,30700,00 00 00 00,Int,0,Small MP
Barrel Spider (Darker Brown),Drop Table,xa_ex_2184.mdls,30704,00 00 00 00,Int,0,Large MP
Barrel Spider (Darker Brown),Drop Table,xa_ex_2184.mdls,30708,0A D7 23 3C,Float,0.01,Chance Drop 1
Barrel Spider (Darker Brown),Drop Table,xa_ex_2184.mdls,3070C,8F 00 00 00,Int,143,Drop 1
Barrel Spider (Darker Brown),Drop Table,xa_ex_2184.mdls,30710,0A D7 A3 3B,Float,0.005,Chance Drop 2
Barrel Spider (Darker Brown),Drop Table,xa_ex_2184.mdls,30714,90 00 00 00,Int,144,Drop 2
Barrel Spider (Darker Brown),Drop Table,xa_ex_2184.mdls,30718,0A D7 23 3C,Float,0.01,Chance Drop 3
Barrel Spider (Darker Brown),Drop Table,xa_ex_2184.mdls,3071C,FD 00 00 00,Int,253,Drop 3
Pot Scorpion,Header,xa_ex_2190.mdls,96A04,65 78 5F 32 31 39 30 2E 62 64,String,ex_2190.bd,Start of stats header
Pot Scorpion,Stat Page Pre Riku Ansem,xa_ex_2190.mdls,96A14,C8 00 00 00,Int,200,HP
Pot Scorpion,Stat Page Pre Riku Ansem,xa_ex_2190.mdls,96A30,14 00 00 00,Int,20,EXP
Pot Scorpion,Stat Page Post Riku Ansem,xa_ex_2190.mdls,96A80,F0 00 00 00,Int,240,HP
Pot Scorpion,Stat Page Post Riku Ansem,xa_ex_2190.mdls,96A9C,F0 00 00 00,Int,240,EXP
Pot Scorpion,Drop Table,xa_ex_2190.mdls,96EDC,00 00 00 00,Int,0,Small Munny
Pot Scorpion,Drop Table,xa_ex_2190.mdls,96EE0,00 00 00 00,Int,0,Medium Munny
Pot Scorpion,Drop Table,xa_ex_2190.mdls,96EE4,00 00 00 00,Int,0,Large Munny
Pot Scorpion,Drop Table,xa_ex_2190.mdls,96EE8,14 00 00 00,Int,20,Small HP
Pot Scorpion,Drop Table,xa_ex_2190.mdls,96EEC,03 00 00 00,Int,3,Large HP
Pot Scorpion,Drop Table,xa_ex_2190.mdls,96EF0,00 00 00 00,Int,0,Small MP
Pot Scorpion,Drop Table,xa_ex_2190.mdls,96EF4,00 00 00 00,Int,0,Large MP
Pot Scorpion,Drop Table,xa_ex_2190.mdls,96EF8,00 00 00 00,Float,0,Chance Drop 1
Pot Scorpion,Drop Table,xa_ex_2190.mdls,96EFC,00 00 00 00,Int,0,Drop 1
Pot Scorpion,Drop Table,xa_ex_2190.mdls,96F00,00 00 00 00,Float,0,Chance Drop 2
Pot Scorpion,Drop Table,xa_ex_2190.mdls,96F04,00 00 00 00,Int,0,Drop 2
Pot Scorpion,Drop Table,xa_ex_2190.mdls,96F08,CD CC 4C 3E,Float,0.2,Chance Drop 3
Pot Scorpion,Drop Table,xa_ex_2190.mdls,96F0C,9D 00 00 00,Int,157,Drop 3
Pot Scorpion,Drop Table (Break 11th Pot),xa_ex_2190.mdls,96F10,14 00 00 00,Int,20,Small Munny
Pot Scorpion,Drop Table (Break 11th Pot),xa_ex_2190.mdls,96F14,03 00 00 00,Int,3,Medium Munny
Pot Scorpion,Drop Table (Break 11th Pot),xa_ex_2190.mdls,96F18,01 00 00 00,Int,1,Large Munny
Pot Scorpion,Drop Table (Break 11th Pot),xa_ex_2190.mdls,96F1C,14 00 00 00,Int,20,Small HP
Pot Scorpion,Drop Table (Break 11th Pot),xa_ex_2190.mdls,96F20,00 00 00 00,Int,0,Large HP
Pot Scorpion,Drop Table (Break 11th Pot),xa_ex_2190.mdls,96F24,00 00 00 00,Int,0,Small MP
Pot Scorpion,Drop Table (Break 11th Pot),xa_ex_2190.mdls,96F28,00 00 00 00,Int,0,Large MP
Pot Scorpion,Drop Table (Break 11th Pot),xa_ex_2190.mdls,96F2C,CD CC 4C 3E,Float,0.2,Chance Drop 1
Pot Scorpion,Drop Table (Break 11th Pot),xa_ex_2190.mdls,96F30,FD 00 00 00,Int,253,Drop 1
Pot Scorpion,Drop Table (Break 11th Pot),xa_ex_2190.mdls,96F34,00 00 00 00,Float,0,Chance Drop 2
Pot Scorpion,Drop Table (Break 11th Pot),xa_ex_2190.mdls,96F38,00 00 00 00,Int,0,Drop 2
Pot Scorpion,Drop Table (Break 11th Pot),xa_ex_2190.mdls,96F3C,33 33 B3 3E,Float,0.35,Chance Drop 3
Pot Scorpion,Drop Table (Break 11th Pot),xa_ex_2190.mdls,96F40,9D 00 00 00,Int,157,Drop 3
Wight Knight,Header,xa_ex_2200.mdls,59C84,65 78 5F 32 32 30 30 2E 62 64,String,ex_2200.bd,Start of stats header
Wight Knight,Stat Page Pre Riku Ansem,xa_ex_2200.mdls,59C94,3C 00 00 00,Int,60,HP
Wight Knight,Stat Page Pre Riku Ansem,xa_ex_2200.mdls,59CB0,10 00 00 00,Int,16,EXP
Wight Knight,Stat Page Post Riku Ansem,xa_ex_2200.mdls,59D00,78 00 00 00,Int,120,HP
Wight Knight,Stat Page Post Riku Ansem,xa_ex_2200.mdls,59D1C,5A 00 00 00,Int,90,EXP
Wight Knight,Drop Table,xa_ex_2200.mdls,5A23C,00 00 00 00,Int,0,Small Munny
Wight Knight,Drop Table,xa_ex_2200.mdls,5A240,00 00 00 00,Int,0,Medium Munny
Wight Knight,Drop Table,xa_ex_2200.mdls,5A244,00 00 00 00,Int,0,Large Munny
Wight Knight,Drop Table,xa_ex_2200.mdls,5A248,05 00 00 00,Int,5,Small HP
Wight Knight,Drop Table,xa_ex_2200.mdls,5A24C,00 00 00 00,Int,0,Large HP
Wight Knight,Drop Table,xa_ex_2200.mdls,5A250,00 00 00 00,Int,0,Small MP
Wight Knight,Drop Table,xa_ex_2200.mdls,5A254,00 00 00 00,Int,0,Large MP
Wight Knight,Drop Table,xa_ex_2200.mdls,5A258,0A D7 23 3C,Float,0.01,Chance Drop 1
Wight Knight,Drop Table,xa_ex_2200.mdls,5A25C,02 00 00 00,Int,2,Drop 1
Wight Knight,Drop Table,xa_ex_2200.mdls,5A260,0A D7 A3 3B,Float,0.005,Chance Drop 2
Wight Knight,Drop Table,xa_ex_2200.mdls,5A264,06 00 00 00,Int,6,Drop 2
Wight Knight,Drop Table,xa_ex_2200.mdls,5A268,0A D7 A3 3C,Float,0.02,Chance Drop 3
Wight Knight,Drop Table,xa_ex_2200.mdls,5A26C,EA 00 00 00,Int,234,Drop 3
Wight Knight,Header,xa_ex_2201.mdls,59C84,65 78 5F 32 32 30 30 2E 62 64,String,ex_2200.bd,Start of stats header
Wight Knight,Stat Page Pre Riku Ansem,xa_ex_2201.mdls,59C94,3C 00 00 00,Int,60,HP
Wight Knight,Stat Page Pre Riku Ansem,xa_ex_2201.mdls,59CB0,10 00 00 00,Int,16,EXP
Wight Knight,Stat Page Post Riku Ansem,xa_ex_2201.mdls,59D00,78 00 00 00,Int,120,HP
Wight Knight,Stat Page Post Riku Ansem,xa_ex_2201.mdls,59D1C,5A 00 00 00,Int,90,EXP
Wight Knight,Drop Table,xa_ex_2201.mdls,5A23C,00 00 00 00,Int,0,Small Munny
Wight Knight,Drop Table,xa_ex_2201.mdls,5A240,00 00 00 00,Int,0,Medium Munny
Wight Knight,Drop Table,xa_ex_2201.mdls,5A244,00 00 00 00,Int,0,Large Munny
Wight Knight,Drop Table,xa_ex_2201.mdls,5A248,05 00 00 00,Int,5,Small HP
Wight Knight,Drop Table,xa_ex_2201.mdls,5A24C,00 00 00 00,Int,0,Large HP
Wight Knight,Drop Table,xa_ex_2201.mdls,5A250,00 00 00 00,Int,0,Small MP
Wight Knight,Drop Table,xa_ex_2201.mdls,5A254,00 00 00 00,Int,0,Large MP
Wight Knight,Drop Table,xa_ex_2201.mdls,5A258,0A D7 23 3C,Float,0.01,Chance Drop 1
Wight Knight,Drop Table,xa_ex_2201.mdls,5A25C,02 00 00 00,Int,2,Drop 1
Wight Knight,Drop Table,xa_ex_2201.mdls,5A260,0A D7 A3 3B,Float,0.005,Chance Drop 2
Wight Knight,Drop Table,xa_ex_2201.mdls,5A264,06 00 00 00,Int,6,Drop 2
Wight Knight,Drop Table,xa_ex_2201.mdls,5A268,0A D7 A3 3C,Float,0.02,Chance Drop 3
Wight Knight,Drop Table,xa_ex_2201.mdls,5A26C,EA 00 00 00,Int,234,Drop 3
Air Pirate,Header,xa_ex_2210.mdls,6B704,65 78 5F 32 32 31 30 2E 62 64,String,ex_2210.bd,Start of stats header
Air Pirate,Stat Page Pre Riku Ansem,xa_ex_2210.mdls,6B714,78 00 00 00,Int,120,HP
Air Pirate,Stat Page Pre Riku Ansem,xa_ex_2210.mdls,6B730,28 00 00 00,Int,40,EXP
Air Pirate,Stat Page Post Riku Ansem,xa_ex_2210.mdls,6B780,87 00 00 00,Int,135,HP
Air Pirate,Stat Page Post Riku Ansem,xa_ex_2210.mdls,6B79C,78 00 00 00,Int,120,EXP
Air Pirate,Drop Table,xa_ex_2210.mdls,6B8CC,00 00 00 00,Int,0,Small Munny
Air Pirate,Drop Table,xa_ex_2210.mdls,6B8D0,00 00 00 00,Int,0,Medium Munny
Air Pirate,Drop Table,xa_ex_2210.mdls,6B8D4,00 00 00 00,Int,0,Large Munny
Air Pirate,Drop Table,xa_ex_2210.mdls,6B8D8,05 00 00 00,Int,5,Small HP
Air Pirate,Drop Table,xa_ex_2210.mdls,6B8DC,00 00 00 00,Int,0,Large HP
Air Pirate,Drop Table,xa_ex_2210.mdls,6B8F0,00 00 00 00,Int,0,Small MP
Air Pirate,Drop Table,xa_ex_2210.mdls,6B8F4,00 00 00 00,Int,0,Large MP
Air Pirate,Drop Table,xa_ex_2210.mdls,6B8F8,0A D7 23 3C,Float,0.01,Chance Drop 1
Air Pirate,Drop Table,xa_ex_2210.mdls,6B8FC,02 00 00 00,Int,2,Drop 1
Air Pirate,Drop Table,xa_ex_2210.mdls,6B900,0A D7 A3 3B,Float,0.005,Chance Drop 2
Air Pirate,Drop Table,xa_ex_2210.mdls,6B904,06 00 00 00,Int,6,Drop 2
Air Pirate,Drop Table,xa_ex_2210.mdls,6B908,0A D7 A3 3C,Float,0.02,Chance Drop 3
Air Pirate,Drop Table,xa_ex_2210.mdls,6B90C,EA 00 00 00,Int,234,Drop 3
Gargoyle,Header,xa_ex_2220.mdls,71704,65 78 5F 32 32 32 30 2E 62 64,String,ex_2220.bd,Start of stats header
Gargoyle,Stat Page Pre Riku Ansem,xa_ex_2220.mdls,71714,46 00 00 00,Int,70,HP
Gargoyle,Stat Page Pre Riku Ansem,xa_ex_2220.mdls,71730,14 00 00 00,Int,20,EXP
Gargoyle,Stat Page Post Riku Ansem,xa_ex_2220.mdls,71780,87 00 00 00,Int,135,HP
Gargoyle,Stat Page Post Riku Ansem,xa_ex_2220.mdls,7179C,78 00 00 00,Int,120,EXP
Gargoyle,Drop Table,xa_ex_2220.mdls,71BDC,00 00 00 00,Int,0,Small Munny
Gargoyle,Drop Table,xa_ex_2220.mdls,71BE0,00 00 00 00,Int,0,Medium Munny
Gargoyle,Drop Table,xa_ex_2220.mdls,71BE4,00 00 00 00,Int,0,Large Munny
Gargoyle,Drop Table,xa_ex_2220.mdls,71BE8,00 00 00 00,Int,0,Small HP
Gargoyle,Drop Table,xa_ex_2220.mdls,71BEC,00 00 00 00,Int,0,Large HP
Gargoyle,Drop Table,xa_ex_2220.mdls,71BF0,00 00 00 00,Int,0,Small MP
Gargoyle,Drop Table,xa_ex_2220.mdls,71BF4,04 00 00 00,Int,4,Large MP
Gargoyle,Drop Table,xa_ex_2220.mdls,71BF8,0A D7 23 3C,Float,0.01,Chance Drop 1
Gargoyle,Drop Table,xa_ex_2220.mdls,71BFC,03 00 00 00,Int,3,Drop 1
Gargoyle,Drop Table,xa_ex_2220.mdls,71C00,0A D7 A3 3B,Float,0.005,Chance Drop 2
Gargoyle,Drop Table,xa_ex_2220.mdls,71C04,07 00 00 00,Int,7,Drop 2
Gargoyle,Drop Table,xa_ex_2220.mdls,71C08,0A D7 A3 3C,Float,0.02,Chance Drop 3
Gargoyle,Drop Table,xa_ex_2220.mdls,71C0C,EA 00 00 00,Int,234,Drop 3
Gargoyle,Header,xa_ex_2221.mdls,71704,65 78 5F 32 32 32 30 2E 62 64,String,ex_2220.bd,Start of stats header
Gargoyle,Stat Page Pre Riku Ansem,xa_ex_2221.mdls,71714,46 00 00 00,Int,70,HP
Gargoyle,Stat Page Pre Riku Ansem,xa_ex_2221.mdls,71730,14 00 00 00,Int,20,EXP
Gargoyle,Stat Page Post Riku Ansem,xa_ex_2221.mdls,71780,87 00 00 00,Int,135,HP
Gargoyle,Stat Page Post Riku Ansem,xa_ex_2221.mdls,7179C,78 00 00 00,Int,120,EXP
Gargoyle,Drop Table,xa_ex_2221.mdls,71BDC,00 00 00 00,Int,0,Small Munny
Gargoyle,Drop Table,xa_ex_2221.mdls,71BE0,00 00 00 00,Int,0,Medium Munny
Gargoyle,Drop Table,xa_ex_2221.mdls,71BE4,00 00 00 00,Int,0,Large Munny
Gargoyle,Drop Table,xa_ex_2221.mdls,71BE8,00 00 00 00,Int,0,Small HP
Gargoyle,Drop Table,xa_ex_2221.mdls,71BEC,00 00 00 00,Int,0,Large HP
Gargoyle,Drop Table,xa_ex_2221.mdls,71BF0,00 00 00 00,Int,0,Small MP
Gargoyle,Drop Table,xa_ex_2221.mdls,71BF4,04 00 00 00,Int,4,Large MP
Gargoyle,Drop Table,xa_ex_2221.mdls,71BF8,0A D7 23 3C,Float,0.01,Chance Drop 1
Gargoyle,Drop Table,xa_ex_2221.mdls,71BFC,03 00 00 00,Int,3,Drop 1
Gargoyle,Drop Table,xa_ex_2221.mdls,71C00,0A D7 A3 3B,Float,0.005,Chance Drop 2
Gargoyle,Drop Table,xa_ex_2221.mdls,71C04,07 00 00 00,Int,7,Drop 2
Gargoyle,Drop Table,xa_ex_2221.mdls,71C08,0A D7 A3 3C,Float,0.02,Chance Drop 3
Gargoyle,Drop Table,xa_ex_2221.mdls,71C0C,EA 00 00 00,Int,234,Drop 3
Search Ghost,Header,xa_ex_2230.mdls,68D04,65 78 5F 32 32 33 30 2E 62 64,String,ex_2230.bd,Start of stats header
Search Ghost,Stat Page Pre Riku Ansem,xa_ex_2230.mdls,68D14,2D 00 00,Int,45,HP
Search Ghost,Stat Page Pre Riku Ansem,xa_ex_2230.mdls,68D30,0A 00 00 00,Int,10,EXP
Search Ghost,Stat Page Post Riku Ansem,xa_ex_2230.mdls,68D80,78 00 00 00,Int,120,HP
Search Ghost,Stat Page Post Riku Ansem,xa_ex_2230.mdls,68D9C,78 00 00 00,Int,120,EXP
Search Ghost,Drop Table,xa_ex_2230.mdls,6924C,00 00 00 00,Int,0,Small Munny
Search Ghost,Drop Table,xa_ex_2230.mdls,69250,00 00 00 00,Int,0,Medium Munny
Search Ghost,Drop Table,xa_ex_2230.mdls,69254,00 00 00 00,Int,0,Large Munny
Search Ghost,Drop Table,xa_ex_2230.mdls,62958,00 00 00 00,Int,0,Small HP
Search Ghost,Drop Table,xa_ex_2230.mdls,6925C,01 00 00 00,Int,1,Large HP
Search Ghost,Drop Table,xa_ex_2230.mdls,69260,01 00 00 00,Int,1,Small MP
Search Ghost,Drop Table,xa_ex_2230.mdls,69264,02 00 00 00,Int,2,Large MP
Search Ghost,Drop Table,xa_ex_2230.mdls,69268,0A D7 A3 3C,Float,0.02,Chance Drop 1
Search Ghost,Drop Table,xa_ex_2230.mdls,6926C,02 00 00 00,Int,2,Drop 1
Search Ghost,Drop Table,xa_ex_2230.mdls,69270,0A D7 23 3C,Float,0.01,Chance Drop 2
Search Ghost,Drop Table,xa_ex_2230.mdls,69274,06 00 00 00,Int,6,Drop 2
Search Ghost,Drop Table,xa_ex_2230.mdls,69278,0A D7 23 3D,Float,0.04,Chance Drop 3
Search Ghost,Drop Table,xa_ex_2230.mdls,6927C,F9 00 00 00,Int,249,Drop 3
Search Ghost,Header,xa_ex_2231.mdls,68D04,65 78 5F 32 32 33 30 2E 62 64,String,ex_2230.bd,Start of stats header
Search Ghost,Stat Page Pre Riku Ansem,xa_ex_2231.mdls,68D14,2D 00 00,Int,45,HP
Search Ghost,Stat Page Pre Riku Ansem,xa_ex_2231.mdls,68D30,0A 00 00 00,Int,10,EXP
Search Ghost,Stat Page Post Riku Ansem,xa_ex_2231.mdls,68D80,78 00 00 00,Int,120,HP
Search Ghost,Stat Page Post Riku Ansem,xa_ex_2231.mdls,68D9C,78 00 00 00,Int,120,EXP
Search Ghost,Drop Table,xa_ex_2231.mdls,6924C,00 00 00 00,Int,0,Small Munny
Search Ghost,Drop Table,xa_ex_2231.mdls,69250,00 00 00 00,Int,0,Medium Munny
Search Ghost,Drop Table,xa_ex_2231.mdls,69254,00 00 00 00,Int,0,Large Munny
Search Ghost,Drop Table,xa_ex_2231.mdls,62958,00 00 00 00,Int,0,Small HP
Search Ghost,Drop Table,xa_ex_2231.mdls,6925C,01 00 00 00,Int,1,Large HP
Search Ghost,Drop Table,xa_ex_2231.mdls,69260,01 00 00 00,Int,1,Small MP
Search Ghost,Drop Table,xa_ex_2231.mdls,69264,02 00 00 00,Int,2,Large MP
Search Ghost,Drop Table,xa_ex_2231.mdls,69268,0A D7 A3 3C,Float,0.02,Chance Drop 1
Search Ghost,Drop Table,xa_ex_2231.mdls,6926C,02 00 00 00,Int,2,Drop 1
Search Ghost,Drop Table,xa_ex_2231.mdls,69270,0A D7 23 3C,Float,0.01,Chance Drop 2
Search Ghost,Drop Table,xa_ex_2231.mdls,69274,06 00 00 00,Int,6,Drop 2
Search Ghost,Drop Table,xa_ex_2231.mdls,69278,0A D7 23 3D,Float,0.04,Chance Drop 3
Search Ghost,Drop Table,xa_ex_2231.mdls,6927C,F9 00 00 00,Int,249,Drop 3
Jet Balloon,Header,xa_ex_2240.mdls,112F84,65 78 5F 32 32 34 30 2E 62 64,String,ex_2240.bd,Start of stats header
Jet Balloon,Stat Page Pre Riku Ansem,xa_ex_2240.mdls,112F94,78 00 00 00,Int,120,HP
Jet Balloon,Stat Page Pre Riku Ansem,xa_ex_2240.mdls,112FB0,1E 00 00 00,Int,10,EXP
Jet Balloon,Stat Page Post Riku Ansem,xa_ex_2240.mdls,113000,2C 01 00 00,Int,300,HP
Jet Balloon,Stat Page Post Riku Ansem,xa_ex_2240.mdls,11301C,B4 00 00 00,Int,180,EXP
Jet Balloon,Drop Table,xa_ex_2240.mdls,11329C,02 00 00 00,Int,2,Small Munny
Jet Balloon,Drop Table,xa_ex_2240.mdls,1132A0,00 00 00 00,Int,0,Medium Munny
Jet Balloon,Drop Table,xa_ex_2240.mdls,1132A4,03 00 00 00,Int,3,Large Munny
Jet Balloon,Drop Table,xa_ex_2240.mdls,1132A8,03 00 00 00,Int,3,Small HP
Jet Balloon,Drop Table,xa_ex_2240.mdls,1132AC,01 00 00 00,Int,1,Large HP
Jet Balloon,Drop Table,xa_ex_2240.mdls,1132B0,00 00 00 00,Int,0,Small MP
Jet Balloon,Drop Table,xa_ex_2240.mdls,1132B4,00 00 00 00,Int,0,Large MP
