World,Location,Action,Item,Number,File,Use Corrected File?,Index,Offset,AP Location ID,AP Location Name
Atlantica,Undersea Valley,Clam,Elixir,1,/remastered/lm01.ard/UK_lm01_ard10.evdl,N,2,751D,2656207,Atlantica Undersea Valley Pillar Clam
Atlantica,Undersea Valley,Clam,Elixir,1,/remastered/lm01.ard/UK_lm01_ard11.evdl,N,1,74B1,2656207,Atlantica Undersea Valley Pillar Clam
Atlantica,Undersea Valley,Clam,Elixir,1,/remastered/lm01.ard/UK_lm01_ard11.evdl,N,2,74B9,2656207,Atlantica Undersea Valley Pillar Clam
Atlantica,Undersea Valley,Clam,Elixir,1,/remastered/lm01.ard/UK_lm01_ard12.evdl,N,1,5751,2656207,Atlantica Undersea Valley Pillar Clam
Atlantica,Undersea Valley,Clam,Elixir,1,/remastered/lm01.ard/UK_lm01_ard12.evdl,N,2,5759,2656207,Atlantica Undersea Valley Pillar Clam
Atlantica,Undersea Valley,Clam,Elixir,1,/remastered/lm01.ard/UK_lm01_ardc.evdl,N,1,7549,2656207,Atlantica Undersea Valley Pillar Clam
Atlantica,Undersea Valley,Clam,Elixir,1,/remastered/lm01.ard/UK_lm01_ardc.evdl,N,2,7551,2656207,Atlantica Undersea Valley Pillar Clam
Atlantica,Undersea Valley,Clam,Elixir,1,/remastered/lm01.ard/UK_lm01_arde.evdl,N,1,74B1,2656207,Atlantica Undersea Valley Pillar Clam
Atlantica,Undersea Valley,Clam,Elixir,1,/remastered/lm01.ard/UK_lm01_arde.evdl,N,2,74B9,2656207,Atlantica Undersea Valley Pillar Clam
Atlantica,Undersea Valley,Clam,Elixir,1,/remastered/lm01.ard/UK_lm01_ardf.evdl,N,1,74B1,2656207,Atlantica Undersea Valley Pillar Clam
Atlantica,Undersea Valley,Clam,Elixir,1,/remastered/lm01.ard/UK_lm01_ardf.evdl,N,2,74B9,2656207,Atlantica Undersea Valley Pillar Clam
Atlantica,Undersea Valley,Fire Clam,Mythril Shard,1,/remastered/lm01.ard/UK_lm01_ardd.evdl,N,1,7981,2656205,Atlantica Undersea Valley Fire Clam
Atlantica,Undersea Valley,Fire Clam,Mythril Shard,1,/remastered/lm01.ard/UK_lm01_ardd.evdl,N,2,7989,2656205,Atlantica Undersea Valley Fire Clam
Atlantica,Undersea Valley,Fire Clam,Mythril Shard,1,/remastered/lm01.ard/UK_lm01_ard10.evdl,N,1,93F9,2656205,Atlantica Undersea Valley Fire Clam
Atlantica,Undersea Valley,Fire Clam,Mythril Shard,1,/remastered/lm01.ard/UK_lm01_ard10.evdl,N,2,9401,2656205,Atlantica Undersea Valley Fire Clam
Atlantica,Undersea Valley,Fire Clam,Mythril Shard,1,/remastered/lm01.ard/UK_lm01_ard11.evdl,N,1,9395,2656205,Atlantica Undersea Valley Fire Clam
Atlantica,Undersea Valley,Fire Clam,Mythril Shard,1,/remastered/lm01.ard/UK_lm01_ard11.evdl,N,2,939D,2656205,Atlantica Undersea Valley Fire Clam
Atlantica,Undersea Valley,Fire Clam,Mythril Shard,1,/remastered/lm01.ard/UK_lm01_ard12.evdl,N,1,7635,2656205,Atlantica Undersea Valley Fire Clam
Atlantica,Undersea Valley,Fire Clam,Mythril Shard,1,/remastered/lm01.ard/UK_lm01_ard12.evdl,N,2,763D,2656205,Atlantica Undersea Valley Fire Clam
Atlantica,Undersea Valley,Fire Clam,Mythril Shard,1,/remastered/lm01.ard/UK_lm01_ardc.evdl,N,1,942D,2656205,Atlantica Undersea Valley Fire Clam
Atlantica,Undersea Valley,Fire Clam,Mythril Shard,1,/remastered/lm01.ard/UK_lm01_ardc.evdl,N,2,9435,2656205,Atlantica Undersea Valley Fire Clam
Atlantica,Undersea Valley,Fire Clam,Mythril Shard,1,/remastered/lm01.ard/UK_lm01_arde.evdl,N,1,9395,2656205,Atlantica Undersea Valley Fire Clam
Atlantica,Undersea Valley,Fire Clam,Mythril Shard,1,/remastered/lm01.ard/UK_lm01_arde.evdl,N,2,939D,2656205,Atlantica Undersea Valley Fire Clam
Atlantica,Undersea Valley,Fire Clam,Mythril Shard,1,/remastered/lm01.ard/UK_lm01_ardf.evdl,N,1,9395,2656205,Atlantica Undersea Valley Fire Clam
Atlantica,Undersea Valley,Fire Clam,Mythril Shard,1,/remastered/lm01.ard/UK_lm01_ardf.evdl,N,2,939D,2656205,Atlantica Undersea Valley Fire Clam
Atlantica,Undersea Valley,Clam,Mega-Ether,1,/remastered/lm01.ard/UK_lm01_ardd.evdl,N,1,7131,2656203,Atlantica Undersea Valley Higher Cave Clam
Atlantica,Undersea Valley,Clam,Mega-Ether,1,/remastered/lm01.ard/UK_lm01_ardd.evdl,N,2,7139,2656203,Atlantica Undersea Valley Higher Cave Clam
Atlantica,Undersea Valley,Clam,Mega-Ether,1,/remastered/lm01.ard/UK_lm01_ard10.evdl,N,1,8BA9,2656203,Atlantica Undersea Valley Higher Cave Clam
Atlantica,Undersea Valley,Clam,Mega-Ether,1,/remastered/lm01.ard/UK_lm01_ard10.evdl,N,2,8BB1,2656203,Atlantica Undersea Valley Higher Cave Clam
Atlantica,Undersea Valley,Clam,Mega-Ether,1,/remastered/lm01.ard/UK_lm01_ard11.evdl,N,1,8B45,2656203,Atlantica Undersea Valley Higher Cave Clam
Atlantica,Undersea Valley,Clam,Mega-Ether,1,/remastered/lm01.ard/UK_lm01_ard11.evdl,N,2,8B4D,2656203,Atlantica Undersea Valley Higher Cave Clam
Atlantica,Undersea Valley,Clam,Mega-Ether,1,/remastered/lm01.ard/UK_lm01_ard12.evdl,N,1,6DE5,2656203,Atlantica Undersea Valley Higher Cave Clam
Atlantica,Undersea Valley,Clam,Mega-Ether,1,/remastered/lm01.ard/UK_lm01_ard12.evdl,N,2,6DED,2656203,Atlantica Undersea Valley Higher Cave Clam
Atlantica,Undersea Valley,Clam,Mega-Ether,1,/remastered/lm01.ard/UK_lm01_ardc.evdl,N,1,8BDD,2656203,Atlantica Undersea Valley Higher Cave Clam
Atlantica,Undersea Valley,Clam,Mega-Ether,1,/remastered/lm01.ard/UK_lm01_ardc.evdl,N,2,8BE5,2656203,Atlantica Undersea Valley Higher Cave Clam
Atlantica,Undersea Valley,Clam,Mega-Ether,1,/remastered/lm01.ard/UK_lm01_arde.evdl,N,1,8B45,2656203,Atlantica Undersea Valley Higher Cave Clam
Atlantica,Undersea Valley,Clam,Mega-Ether,1,/remastered/lm01.ard/UK_lm01_arde.evdl,N,2,8B4D,2656203,Atlantica Undersea Valley Higher Cave Clam
Atlantica,Undersea Valley,Clam,Mega-Ether,1,/remastered/lm01.ard/UK_lm01_ardf.evdl,N,1,8B45,2656203,Atlantica Undersea Valley Higher Cave Clam
Atlantica,Undersea Valley,Clam,Mega-Ether,1,/remastered/lm01.ard/UK_lm01_ardf.evdl,N,2,8B4D,2656203,Atlantica Undersea Valley Higher Cave Clam
Atlantica,Undersea Valley,Clam,Mega-Potion,1,/remastered/lm01.ard/UK_lm01_ardd.evdl,N,1,530D,2656208,Atlantica Undersea Valley Ocean Floor Clam
Atlantica,Undersea Valley,Clam,Mega-Potion,1,/remastered/lm01.ard/UK_lm01_ardd.evdl,N,2,5315,2656208,Atlantica Undersea Valley Ocean Floor Clam
Atlantica,Undersea Valley,Clam,Mega-Potion,1,/remastered/lm01.ard/UK_lm01_ard10.evdl,N,1,6D85,2656208,Atlantica Undersea Valley Ocean Floor Clam
Atlantica,Undersea Valley,Clam,Mega-Potion,1,/remastered/lm01.ard/UK_lm01_ard10.evdl,N,2,6D8D,2656208,Atlantica Undersea Valley Ocean Floor Clam
Atlantica,Undersea Valley,Clam,Mega-Potion,1,/remastered/lm01.ard/UK_lm01_ard11.evdl,N,1,6D21,2656208,Atlantica Undersea Valley Ocean Floor Clam
Atlantica,Undersea Valley,Clam,Mega-Potion,1,/remastered/lm01.ard/UK_lm01_ard11.evdl,N,2,6D29,2656208,Atlantica Undersea Valley Ocean Floor Clam
Atlantica,Undersea Valley,Clam,Mega-Potion,1,/remastered/lm01.ard/UK_lm01_ard12.evdl,N,1,4FC1,2656208,Atlantica Undersea Valley Ocean Floor Clam
Atlantica,Undersea Valley,Clam,Mega-Potion,1,/remastered/lm01.ard/UK_lm01_ard12.evdl,N,2,4FC9,2656208,Atlantica Undersea Valley Ocean Floor Clam
Atlantica,Undersea Valley,Clam,Mega-Potion,1,/remastered/lm01.ard/UK_lm01_ardc.evdl,N,1,6DB9,2656208,Atlantica Undersea Valley Ocean Floor Clam
Atlantica,Undersea Valley,Clam,Mega-Potion,1,/remastered/lm01.ard/UK_lm01_ardc.evdl,N,2,6DC1,2656208,Atlantica Undersea Valley Ocean Floor Clam
Atlantica,Undersea Valley,Clam,Mega-Potion,1,/remastered/lm01.ard/UK_lm01_arde.evdl,N,1,6D21,2656208,Atlantica Undersea Valley Ocean Floor Clam
Atlantica,Undersea Valley,Clam,Mega-Potion,1,/remastered/lm01.ard/UK_lm01_arde.evdl,N,2,6D29,2656208,Atlantica Undersea Valley Ocean Floor Clam
Atlantica,Undersea Valley,Clam,Mega-Potion,1,/remastered/lm01.ard/UK_lm01_ardf.evdl,N,1,6D21,2656208,Atlantica Undersea Valley Ocean Floor Clam
Atlantica,Undersea Valley,Clam,Mega-Potion,1,/remastered/lm01.ard/UK_lm01_ardf.evdl,N,2,6D29,2656208,Atlantica Undersea Valley Ocean Floor Clam
Atlantica,Undersea Valley,Clam,Mythril,1,/remastered/lm01.ard/UK_lm01_ardd.evdl,N,1,69BD,2656204,Atlantica Undersea Valley Lower Cave Clam
Atlantica,Undersea Valley,Clam,Mythril,1,/remastered/lm01.ard/UK_lm01_ardd.evdl,N,2,69C5,2656204,Atlantica Undersea Valley Lower Cave Clam
Atlantica,Undersea Valley,Clam,Mythril,1,/remastered/lm01.ard/UK_lm01_ard10.evdl,N,1,8435,2656204,Atlantica Undersea Valley Lower Cave Clam
Atlantica,Undersea Valley,Clam,Mythril,1,/remastered/lm01.ard/UK_lm01_ard10.evdl,N,2,843D,2656204,Atlantica Undersea Valley Lower Cave Clam
Atlantica,Undersea Valley,Clam,Mythril,1,/remastered/lm01.ard/UK_lm01_ard11.evdl,N,1,83D1,2656204,Atlantica Undersea Valley Lower Cave Clam
Atlantica,Undersea Valley,Clam,Mythril,1,/remastered/lm01.ard/UK_lm01_ard11.evdl,N,2,83D9,2656204,Atlantica Undersea Valley Lower Cave Clam
Atlantica,Undersea Valley,Clam,Mythril,1,/remastered/lm01.ard/UK_lm01_ard12.evdl,N,1,6671,2656204,Atlantica Undersea Valley Lower Cave Clam
Atlantica,Undersea Valley,Clam,Mythril,1,/remastered/lm01.ard/UK_lm01_ard12.evdl,N,2,6679,2656204,Atlantica Undersea Valley Lower Cave Clam
Atlantica,Undersea Valley,Clam,Mythril,1,/remastered/lm01.ard/UK_lm01_ardc.evdl,N,1,8469,2656204,Atlantica Undersea Valley Lower Cave Clam
Atlantica,Undersea Valley,Clam,Mythril,1,/remastered/lm01.ard/UK_lm01_ardc.evdl,N,2,8471,2656204,Atlantica Undersea Valley Lower Cave Clam
Atlantica,Undersea Valley,Clam,Mythril,1,/remastered/lm01.ard/UK_lm01_arde.evdl,N,1,83D1,2656204,Atlantica Undersea Valley Lower Cave Clam
Atlantica,Undersea Valley,Clam,Mythril,1,/remastered/lm01.ard/UK_lm01_arde.evdl,N,2,83D9,2656204,Atlantica Undersea Valley Lower Cave Clam
Atlantica,Undersea Valley,Clam,Mythril,1,/remastered/lm01.ard/UK_lm01_ardf.evdl,N,1,83D1,2656204,Atlantica Undersea Valley Lower Cave Clam
Atlantica,Undersea Valley,Clam,Mythril,1,/remastered/lm01.ard/UK_lm01_ardf.evdl,N,2,83D9,2656204,Atlantica Undersea Valley Lower Cave Clam
Atlantica,Undersea Valley,Clam,Cottage,1,/remastered/lm01.ard/UK_lm01_ardd.evdl,N,1,622D,2656206,Atlantica Undersea Valley Wall Clam
Atlantica,Undersea Valley,Clam,Cottage,1,/remastered/lm01.ard/UK_lm01_ardd.evdl,N,2,6235,2656206,Atlantica Undersea Valley Wall Clam
Atlantica,Undersea Valley,Clam,Cottage,1,/remastered/lm01.ard/UK_lm01_ard10.evdl,N,1,7CA5,2656206,Atlantica Undersea Valley Wall Clam
Atlantica,Undersea Valley,Clam,Cottage,1,/remastered/lm01.ard/UK_lm01_ard10.evdl,N,2,7CAD,2656206,Atlantica Undersea Valley Wall Clam
Atlantica,Undersea Valley,Clam,Cottage,1,/remastered/lm01.ard/UK_lm01_ard11.evdl,N,1,7C41,2656206,Atlantica Undersea Valley Wall Clam
Atlantica,Undersea Valley,Clam,Cottage,1,/remastered/lm01.ard/UK_lm01_ard11.evdl,N,2,7C49,2656206,Atlantica Undersea Valley Wall Clam
Atlantica,Undersea Valley,Clam,Cottage,1,/remastered/lm01.ard/UK_lm01_ard12.evdl,N,1,5EE1,2656206,Atlantica Undersea Valley Wall Clam
Atlantica,Undersea Valley,Clam,Cottage,1,/remastered/lm01.ard/UK_lm01_ard12.evdl,N,2,5EE9,2656206,Atlantica Undersea Valley Wall Clam
Atlantica,Undersea Valley,Clam,Cottage,1,/remastered/lm01.ard/UK_lm01_ardc.evdl,N,1,7CD9,2656206,Atlantica Undersea Valley Wall Clam
Atlantica,Undersea Valley,Clam,Cottage,1,/remastered/lm01.ard/UK_lm01_ardc.evdl,N,2,7CE1,2656206,Atlantica Undersea Valley Wall Clam
Atlantica,Undersea Valley,Clam,Cottage,1,/remastered/lm01.ard/UK_lm01_arde.evdl,N,1,7C41,2656206,Atlantica Undersea Valley Wall Clam
Atlantica,Undersea Valley,Clam,Cottage,1,/remastered/lm01.ard/UK_lm01_arde.evdl,N,2,7C49,2656206,Atlantica Undersea Valley Wall Clam
Atlantica,Undersea Valley,Clam,Cottage,1,/remastered/lm01.ard/UK_lm01_ardf.evdl,N,1,7C41,2656206,Atlantica Undersea Valley Wall Clam
Atlantica,Undersea Valley,Clam,Cottage,1,/remastered/lm01.ard/UK_lm01_ardf.evdl,N,2,7C49,2656206,Atlantica Undersea Valley Wall Clam
Atlantica,Undersea Cave,Clam,Cottage,1,/remastered/lm05.ard/UK_lm05_ardc.evdl,N,1,4B89,2656216,Atlantica Undersea Cave Clam
Atlantica,Undersea Cave,Clam,Cottage,1,/remastered/lm05.ard/UK_lm05_ardc.evdl,N,2,4B91,2656216,Atlantica Undersea Cave Clam
Atlantica,Undersea Cave,Clam,Cottage,1,/remastered/lm05.ard/UK_lm05_ardd.evdl,N,1,4AF1,2656216,Atlantica Undersea Cave Clam
Atlantica,Undersea Cave,Clam,Cottage,1,/remastered/lm05.ard/UK_lm05_ardd.evdl,N,2,4AF9,2656216,Atlantica Undersea Cave Clam
Atlantica,Undersea Cave,Clam,Cottage,1,/remastered/lm05.ard/UK_lm05_ard11.evdl,N,1,4AF1,2656216,Atlantica Undersea Cave Clam
Atlantica,Undersea Cave,Clam,Cottage,1,/remastered/lm05.ard/UK_lm05_ard11.evdl,N,2,4AF9,2656216,Atlantica Undersea Cave Clam
Atlantica,Undersea Cave,Clam,Cottage,1,/remastered/lm05.ard/UK_lm05_ard19.evdl,N,1,4BBD,2656216,Atlantica Undersea Cave Clam
Atlantica,Undersea Cave,Clam,Cottage,1,/remastered/lm05.ard/UK_lm05_ard19.evdl,N,2,4BC5,2656216,Atlantica Undersea Cave Clam
Atlantica,Undersea Cave,Clam,Cottage,1,/remastered/lm05.ard/UK_lm05_arde.evdl,N,1,4AF1,2656216,Atlantica Undersea Cave Clam
Atlantica,Undersea Cave,Clam,Cottage,1,/remastered/lm05.ard/UK_lm05_arde.evdl,N,2,4AF9,2656216,Atlantica Undersea Cave Clam
Atlantica,Undersea Cave,Clam,Cottage,1,/remastered/lm05.ard/UK_lm05_ardf.evdl,N,1,4AF1,2656216,Atlantica Undersea Cave Clam
Atlantica,Undersea Cave,Clam,Cottage,1,/remastered/lm05.ard/UK_lm05_ardf.evdl,N,2,4AF9,2656216,Atlantica Undersea Cave Clam
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ard10.evdl,N,1,5A05,2656201,Atlantica Undersea Gorge Blizzard Clam
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ard10.evdl,N,2,5A0D,2656201,Atlantica Undersea Gorge Blizzard Clam
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ard11.evdl,N,1,5965,2656201,Atlantica Undersea Gorge Blizzard Clam
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ard11.evdl,N,2,596D,2656201,Atlantica Undersea Gorge Blizzard Clam
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ard12.evdl,N,1,59A1,2656201,Atlantica Undersea Gorge Blizzard Clam
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ard12.evdl,N,2,59A9,2656201,Atlantica Undersea Gorge Blizzard Clam
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ard17.evdl,N,1,5965,2656201,Atlantica Undersea Gorge Blizzard Clam
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ard17.evdl,N,2,596D,2656201,Atlantica Undersea Gorge Blizzard Clam
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ard19.evdl,N,1,71B1,2656201,Atlantica Undersea Gorge Blizzard Clam
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ard19.evdl,N,2,71B9,2656201,Atlantica Undersea Gorge Blizzard Clam
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ardc.evdl,N,1,717D,2656201,Atlantica Undersea Gorge Blizzard Clam
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ardc.evdl,N,2,7185,2656201,Atlantica Undersea Gorge Blizzard Clam
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ardd.evdl,N,1,5965,2656201,Atlantica Undersea Gorge Blizzard Clam
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ardd.evdl,N,2,596D,2656201,Atlantica Undersea Gorge Blizzard Clam
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_arde.evdl,N,1,7A7D,2656201,Atlantica Undersea Gorge Blizzard Clam
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_arde.evdl,N,2,7A85,2656201,Atlantica Undersea Gorge Blizzard Clam
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ardf.evdl,N,1,5965,2656201,Atlantica Undersea Gorge Blizzard Clam
Atlantica,Undersea Gorge,Blizzard Clam,Mythril Shard,1,/remastered/lm04.ard/UK_lm04_ardf.evdl,N,2,596D,2656201,Atlantica Undersea Gorge Blizzard Clam
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ard10.evdl,N,1,5195,2656202,Atlantica Undersea Gorge Ocean Floor Clam
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ard10.evdl,N,2,519D,2656202,Atlantica Undersea Gorge Ocean Floor Clam
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ard11.evdl,N,1,50F5,2656202,Atlantica Undersea Gorge Ocean Floor Clam
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ard11.evdl,N,2,50FD,2656202,Atlantica Undersea Gorge Ocean Floor Clam
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ard12.evdl,N,1,5131,2656202,Atlantica Undersea Gorge Ocean Floor Clam
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ard12.evdl,N,2,5139,2656202,Atlantica Undersea Gorge Ocean Floor Clam
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ard17.evdl,N,1,50F5,2656202,Atlantica Undersea Gorge Ocean Floor Clam
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ard17.evdl,N,2,50FD,2656202,Atlantica Undersea Gorge Ocean Floor Clam
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ard19.evdl,N,1,6941,2656202,Atlantica Undersea Gorge Ocean Floor Clam
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ard19.evdl,N,2,6949,2656202,Atlantica Undersea Gorge Ocean Floor Clam
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ardc.evdl,N,1,690D,2656202,Atlantica Undersea Gorge Ocean Floor Clam
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ardc.evdl,N,2,6915,2656202,Atlantica Undersea Gorge Ocean Floor Clam
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ardd.evdl,N,1,50F5,2656202,Atlantica Undersea Gorge Ocean Floor Clam
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ardd.evdl,N,2,50FD,2656202,Atlantica Undersea Gorge Ocean Floor Clam
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_arde.evdl,N,1,720D,2656202,Atlantica Undersea Gorge Ocean Floor Clam
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_arde.evdl,N,2,7215,2656202,Atlantica Undersea Gorge Ocean Floor Clam
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ardf.evdl,N,1,50F5,2656202,Atlantica Undersea Gorge Ocean Floor Clam
Atlantica,Undersea Gorge,Clam,Mega-Ether,1,/remastered/lm04.ard/UK_lm04_ardf.evdl,N,2,50FD,2656202,Atlantica Undersea Gorge Ocean Floor Clam
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard10.evdl,N,1,6371,2652574,Atlantica Undersea Gorge Jammed by Ariel's Grotto Chest
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard10.evdl,N,2,63B5,2652574,Atlantica Undersea Gorge Jammed by Ariel's Grotto Chest
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard10.evdl,N,3,63C9,2652574,Atlantica Undersea Gorge Jammed by Ariel's Grotto Chest
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard11.evdl,N,1,62D1,2652574,Atlantica Undersea Gorge Jammed by Ariel's Grotto Chest
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard11.evdl,N,2,6315,2652574,Atlantica Undersea Gorge Jammed by Ariel's Grotto Chest
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard11.evdl,N,3,6329,2652574,Atlantica Undersea Gorge Jammed by Ariel's Grotto Chest
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard12.evdl,N,1,630D,2652574,Atlantica Undersea Gorge Jammed by Ariel's Grotto Chest
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard12.evdl,N,2,6351,2652574,Atlantica Undersea Gorge Jammed by Ariel's Grotto Chest
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard12.evdl,N,3,6365,2652574,Atlantica Undersea Gorge Jammed by Ariel's Grotto Chest
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard17.evdl,N,1,62D1,2652574,Atlantica Undersea Gorge Jammed by Ariel's Grotto Chest
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard17.evdl,N,2,6315,2652574,Atlantica Undersea Gorge Jammed by Ariel's Grotto Chest
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard17.evdl,N,3,6329,2652574,Atlantica Undersea Gorge Jammed by Ariel's Grotto Chest
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard19.evdl,N,1,7B1D,2652574,Atlantica Undersea Gorge Jammed by Ariel's Grotto Chest
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard19.evdl,N,2,7B61,2652574,Atlantica Undersea Gorge Jammed by Ariel's Grotto Chest
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard19.evdl,N,3,7B75,2652574,Atlantica Undersea Gorge Jammed by Ariel's Grotto Chest
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard19.evdl,N,1,7B1D,2652574,Atlantica Undersea Gorge Jammed by Ariel's Grotto Chest
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard19.evdl,N,2,7B61,2652574,Atlantica Undersea Gorge Jammed by Ariel's Grotto Chest
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ard19.evdl,N,3,7B75,2652574,Atlantica Undersea Gorge Jammed by Ariel's Grotto Chest
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ardc.evdl,N,1,7AE9,2652574,Atlantica Undersea Gorge Jammed by Ariel's Grotto Chest
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ardc.evdl,N,2,7B2D,2652574,Atlantica Undersea Gorge Jammed by Ariel's Grotto Chest
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ardc.evdl,N,3,7B41,2652574,Atlantica Undersea Gorge Jammed by Ariel's Grotto Chest
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ardd.evdl,N,1,62D1,2652574,Atlantica Undersea Gorge Jammed by Ariel's Grotto Chest
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ardd.evdl,N,2,6315,2652574,Atlantica Undersea Gorge Jammed by Ariel's Grotto Chest
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_ardd.evdl,N,3,6329,2652574,Atlantica Undersea Gorge Jammed by Ariel's Grotto Chest
Atlantica,Undersea Gorge,Lodged Chest,Orichalcum,1,/remastered/lm04.ard/UK_lm04_arde.evdl,N,1,83E9,2652574,Atlantica Undersea Gorge Jammed by Ariel's Grotto Chest
